degree,branch,year,cgpa,attendance,study_hours,self_learning_hours,sleep_hours,screen_time,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,certifications_count,github_activity_score,linkedin_activity_score,programming_score,sql_score,dsa_score,communication_score,aptitude_score,internships_count,resume_score,ats_score,goal,target_role,academic_score,academic_category,employability_score,placement_probability,sector
B.Tech,IT,4,6.7,75,3.3,1.6,7.1,3.4,80,79,0,5,4,6,65,78,62,56,43,79,67,2,94,87,Entrepreneurship,Business Analyst,70.3,Average,66.2,68.5,Tech
B.Tech,ECE,3,8.7,75,3.7,2.6,7.2,8.1,100,83,0,4,5,9,94,77,80,37,61,92,74,0,74,69,Government Exam,ML Engineer,81.0,Good,62.4,73.4,Tech
B.Com,Hons,1,6.38,84,3.5,0.2,8.3,12.0,88,78,1,1,0,2,25,33,40,59,39,56,75,0,48,53,Placement,ML Engineer,41.7,At Risk,34.6,40.1,Commerce
B.Com,General,2,6.28,66,6.6,0.0,7.0,8.6,81,69,3,0,0,0,16,34,39,50,20,43,80,0,47,55,Placement,Business Analyst,34.5,At Risk,30.7,29.7,Commerce
B.Tech,CSE,3,6.71,68,3.9,1.1,8.4,8.4,93,85,1,4,3,3,65,77,61,79,67,58,45,2,70,67,Government Exam,Business Analyst,56.1,Average,60.0,56.1,Tech
B.Com,Hons,3,8.72,76,4.7,1.4,5.4,6.7,85,86,0,4,3,5,40,78,61,43,46,40,63,0,75,84,Placement,ML Engineer,83.1,Good,38.0,35.3,Commerce
B.Com,General,4,8.54,52,4.6,1.5,8.2,3.9,100,97,0,6,4,6,100,85,76,51,73,65,67,0,86,88,Placement,Business Analyst,87.3,Good,48.2,52.7,Commerce
BBA,Finance,4,6.47,88,4.6,1.9,8.0,4.3,82,84,3,5,3,5,98,90,71,83,60,79,61,0,79,81,Placement,Business Analyst,49.1,At Risk,50.0,51.1,Management
B.Tech,CSE,2,7.04,40,3.9,2.9,4.9,7.3,74,80,0,3,2,5,49,51,48,52,30,74,60,1,68,56,Entrepreneurship,Software Engineer,67.5,Average,50.2,58.5,Tech
BBA,HR,1,6.61,80,3.8,4.9,6.7,7.8,77,72,1,4,0,7,47,50,93,77,77,61,73,0,56,45,Placement,Software Engineer,63.6,Average,41.9,42.4,Management
Law,Corporate,4,8.47,100,5.5,1.7,7.4,4.1,92,94,0,5,3,5,76,80,67,66,44,71,71,2,87,85,Government Exam,Business Analyst,90.0,Excellent,56.0,59.3,Law
BBA,HR,2,6.82,80,4.8,3.0,7.8,6.9,78,84,1,3,2,4,55,32,77,60,73,42,69,1,72,76,Placement,Business Analyst,63.2,Average,41.6,43.4,Management
B.Tech,ECE,1,8.21,81,3.4,4.0,8.3,6.2,87,80,0,6,2,6,97,37,79,56,57,73,57,0,89,96,Government Exam,Software Engineer,85.4,Good,65.2,71.3,Tech
BCA,General,4,7.24,73,1.0,3.8,5.5,7.0,92,80,1,7,5,6,100,70,80,70,58,64,44,3,96,95,Higher Studies,Software Engineer,63.9,Average,76.1,75.1,Tech
BCA,General,4,7.68,62,3.6,1.6,7.1,6.7,87,77,0,4,3,4,81,77,68,41,62,81,62,0,75,72,Placement,Business Analyst,72.1,Average,57.9,56.4,Tech
BCA,General,3,6.11,81,2.5,3.5,6.1,6.8,66,74,2,6,7,8,100,77,85,60,66,53,61,1,81,81,Placement,Software Engineer,50.5,At Risk,66.8,64.5,Tech
B.Tech,CSE,2,8.58,57,3.1,4.0,6.3,2.1,98,91,0,6,4,6,69,58,90,81,70,74,89,1,87,87,Government Exam,ML Engineer,90.3,Excellent,73.0,72.8,Tech
B.Tech,CSE,3,9.1,56,2.5,4.3,7.8,9.6,95,90,0,8,5,4,100,50,98,67,79,83,81,2,97,100,Placement,Data Analyst,89.1,Good,83.9,76.7,Tech
B.Com,Hons,3,9.61,66,6.2,4.4,6.2,8.8,100,89,0,7,3,6,86,66,89,50,90,77,62,0,76,77,Government Exam,ML Engineer,100.0,Excellent,48.9,58.0,Commerce
B.Com,Hons,4,8.01,80,6.2,1.2,7.0,6.0,87,92,0,4,3,8,62,80,60,84,29,61,66,1,76,74,Higher Studies,Software Engineer,83.2,Good,48.6,52.1,Commerce
B.Tech,CSE,4,6.18,60,5.6,2.8,6.6,3.6,69,84,2,7,3,0,95,94,84,44,60,70,62,1,83,81,Higher Studies,ML Engineer,63.1,Average,68.2,77.7,Tech
Law,Criminal,2,7.34,80,4.0,1.7,8.0,7.1,87,91,0,3,2,5,64,67,78,43,60,59,51,0,56,52,Placement,Data Analyst,69.6,Average,35.0,37.0,Law
B.Tech,AI&DS,3,7.76,79,3.5,0.9,5.2,3.1,84,100,0,5,3,1,100,92,57,78,45,64,72,0,83,84,Placement,Software Engineer,77.6,Good,60.8,51.0,Tech
BBA,Marketing,4,7.67,71,2.3,3.1,8.2,9.4,84,91,0,7,5,6,90,55,76,33,58,66,56,2,100,93,Government Exam,ML Engineer,74.8,Average,55.6,61.5,Management
BBA,HR,1,6.66,53,5.9,2.7,8.5,5.7,82,76,0,4,3,8,68,34,78,89,56,80,76,0,76,80,Placement,ML Engineer,74.8,Average,50.6,53.2,Management
B.Com,General,1,8.68,85,5.8,2.7,7.6,4.8,95,89,0,3,1,3,36,29,61,64,53,62,66,0,61,62,Entrepreneurship,Data Analyst,89.0,Good,40.0,42.1,Commerce
Law,Corporate,4,8.57,70,5.2,1.9,7.2,7.2,94,95,0,6,4,1,90,82,72,70,54,40,81,2,81,81,Entrepreneurship,Software Engineer,87.9,Good,51.9,53.6,Law
B.Tech,CSE,1,8.57,72,2.8,5.4,5.0,5.1,94,95,0,7,3,7,100,62,95,92,93,79,67,0,82,76,Placement,Business Analyst,91.9,Excellent,75.0,65.4,Tech
B.Com,General,1,7.28,67,4.0,4.3,7.6,5.4,92,80,2,4,1,9,76,17,77,66,75,55,69,0,67,57,Placement,Software Engineer,61.5,Average,41.7,50.9,Commerce
B.Tech,ECE,1,6.44,55,4.3,2.0,8.0,4.4,82,88,2,3,0,3,64,24,53,57,40,62,72,0,54,61,Placement,Data Analyst,50.4,At Risk,47.3,45.0,Tech
BBA,Marketing,2,6.98,60,1.8,2.5,7.1,7.3,88,76,1,4,1,10,49,44,70,75,54,47,52,0,70,59,Entrepreneurship,Data Analyst,55.1,Average,39.5,44.0,Management
BBA,Finance,1,9.27,85,6.6,3.1,6.3,6.6,100,85,0,4,0,7,89,33,71,65,44,65,74,0,72,71,Placement,Data Analyst,96.6,Excellent,45.0,48.3,Management
BBA,HR,2,6.77,90,2.5,3.7,8.5,8.1,81,87,3,6,4,2,92,66,88,76,72,76,49,0,68,66,Placement,Data Analyst,46.7,At Risk,46.4,56.5,Management
B.Tech,CSE,4,6.93,81,3.3,3.1,6.1,2.7,86,79,0,6,5,5,65,73,88,67,65,72,63,0,71,73,Government Exam,Business Analyst,77.9,Good,62.6,66.4,Tech
B.Com,Hons,3,6.49,82,1.8,2.6,8.1,3.6,84,78,2,6,4,7,100,63,71,38,61,40,59,2,99,96,Placement,Software Engineer,52.8,At Risk,50.3,45.4,Commerce
B.Tech,ECE,3,7.23,93,4.2,0.8,7.5,5.0,78,81,0,4,2,0,92,54,56,69,32,60,58,1,69,62,Placement,Software Engineer,72.5,Average,55.9,53.7,Tech
B.Tech,AI&DS,1,8.38,91,4.1,4.9,6.8,8.2,80,92,0,6,4,8,100,55,100,86,89,86,75,0,81,73,Placement,ML Engineer,89.1,Good,75.1,81.1,Tech
BBA,Finance,3,8.58,82,6.0,1.7,9.0,3.1,96,90,0,5,5,3,45,65,59,80,45,73,55,0,70,83,Higher Studies,Business Analyst,92.4,Excellent,46.1,54.4,Management
BCA,General,3,6.6,66,3.1,3.8,7.5,4.3,77,82,2,7,5,5,100,62,93,64,88,74,77,1,86,81,Placement,Business Analyst,60.0,Average,76.0,78.1,Tech
B.Com,Hons,3,8.5,47,2.9,2.5,7.6,8.8,100,97,0,6,4,1,100,42,77,36,62,56,64,0,58,57,Higher Studies,ML Engineer,78.7,Good,39.4,49.7,Commerce
B.Tech,AI&DS,1,9.03,73,4.6,4.0,7.5,7.1,100,91,0,6,3,7,82,61,69,74,50,57,75,0,86,85,Entrepreneurship,ML Engineer,93.7,Excellent,62.4,60.8,Tech
B.Tech,CSE,2,6.94,73,1.4,0.9,7.3,8.2,79,87,1,3,0,3,43,48,56,74,41,90,62,0,49,54,Higher Studies,Software Engineer,48.2,At Risk,49.2,57.2,Tech
B.Com,General,4,6.8,100,6.5,1.7,6.9,5.8,73,94,1,2,3,4,59,90,53,75,25,66,88,0,73,75,Higher Studies,Software Engineer,65.8,Average,45.4,51.3,Commerce
BCA,General,3,8.64,78,2.5,2.3,7.8,9.5,88,85,0,4,2,3,84,74,54,82,48,56,56,1,76,75,Placement,Software Engineer,75.1,Good,57.9,57.2,Tech
B.Tech,IT,3,8.46,78,7.2,1.4,7.1,3.1,96,100,0,5,5,3,61,78,61,38,67,83,70,1,76,71,Placement,Business Analyst,94.5,Excellent,60.7,66.7,Tech
BBA,Finance,3,9.3,62,3.3,1.9,5.2,5.6,98,89,0,4,2,1,79,80,69,48,43,81,70,1,61,68,Placement,Business Analyst,84.3,Good,46.8,52.8,Management
BCA,General,2,6.36,74,2.4,4.0,6.2,5.4,88,76,1,5,2,7,100,67,77,54,45,65,52,1,81,80,Higher Studies,ML Engineer,60.0,Average,63.0,55.9,Tech
BCA,General,3,8.28,88,5.4,3.2,8.2,5.4,87,80,0,5,2,5,73,58,85,87,88,62,64,0,78,75,Placement,Data Analyst,89.5,Good,65.2,74.1,Tech
BCA,General,1,9.44,72,5.3,4.2,7.9,3.5,100,93,0,5,4,7,68,43,100,81,68,81,34,0,76,74,Placement,Data Analyst,100.0,Excellent,64.5,66.1,Tech
B.Com,General,3,8.38,57,5.3,2.6,6.0,7.1,97,94,0,4,1,6,56,81,67,76,57,45,74,1,65,61,Placement,Data Analyst,83.5,Good,43.9,50.5,Commerce
B.Com,General,4,5.86,64,4.7,2.3,6.5,3.6,88,84,1,6,4,6,91,71,72,66,63,60,50,2,86,83,Placement,Data Analyst,63.3,Average,52.5,48.3,Commerce
BBA,Finance,3,6.29,59,7.9,0.9,6.4,3.3,84,87,1,3,2,5,54,62,61,68,49,76,85,0,61,60,Higher Studies,Data Analyst,67.1,Average,45.1,49.4,Management
B.Tech,ECE,2,9.26,66,2.5,3.8,8.5,2.0,94,81,0,6,3,5,92,39,83,74,51,82,65,0,82,84,Higher Studies,Software Engineer,93.1,Excellent,66.8,69.7,Tech
B.Com,Hons,2,7.56,61,6.5,2.3,5.5,4.5,99,75,0,4,3,3,80,38,67,68,68,69,70,1,77,77,Placement,ML Engineer,83.7,Good,49.5,55.3,Commerce
BBA,Marketing,3,7.92,79,2.1,2.7,6.4,6.3,90,91,0,5,4,6,85,63,82,79,62,81,58,1,81,76,Higher Studies,Data Analyst,74.8,Average,53.1,63.2,Management
BBA,Finance,4,6.96,82,7.0,1.8,7.1,6.6,83,88,0,5,4,3,100,70,80,58,77,62,61,0,78,79,Placement,Data Analyst,80.8,Good,44.7,47.8,Management
B.Tech,ECE,3,7.73,91,5.0,5.9,5.6,5.6,92,95,0,8,3,10,100,71,100,57,92,80,63,0,78,90,Higher Studies,Data Analyst,96.1,Excellent,73.2,76.3,Tech
B.Com,General,2,9.05,74,6.8,2.6,7.1,4.7,100,97,0,3,4,2,52,32,59,88,70,63,68,0,65,63,Government Exam,Software Engineer,94.2,Excellent,43.1,52.4,Commerce
BBA,HR,1,8.19,73,5.8,1.6,6.0,5.2,100,82,0,2,1,2,53,50,60,45,51,60,68,0,54,52,Placement,Data Analyst,80.6,Good,35.8,42.2,Management
B.Tech,AI&DS,3,6.79,77,1.2,1.1,6.2,4.7,89,77,2,5,4,3,86,99,51,70,36,70,62,2,90,99,Placement,ML Engineer,46.7,At Risk,64.6,69.5,Tech
B.Tech,CSE,3,8.53,64,4.0,3.1,6.5,10.1,100,93,0,5,2,8,100,51,85,60,60,79,86,0,79,72,Higher Studies,Software Engineer,81.1,Good,66.9,71.1,Tech
B.Com,General,4,7.4,60,2.6,1.6,6.8,3.5,92,76,2,4,5,2,40,81,56,57,26,61,65,3,77,75,Entrepreneurship,Software Engineer,54.3,At Risk,52.5,56.9,Commerce
B.Tech,CSE,2,9.01,63,6.7,2.0,6.4,4.4,92,88,0,3,1,5,61,47,66,71,57,57,61,1,85,83,Higher Studies,Business Analyst,91.9,Excellent,58.6,61.2,Tech
Law,Criminal,3,7.44,81,5.7,0.7,7.1,6.0,96,86,0,3,5,2,27,71,63,36,51,75,58,2,82,81,Government Exam,Business Analyst,74.5,Average,49.3,45.6,Law
BBA,Marketing,2,8.13,85,4.7,2.6,8.2,3.8,76,88,0,4,3,4,72,31,69,47,39,71,65,0,67,69,Government Exam,Software Engineer,84.7,Good,42.5,54.9,Management
BCA,General,3,9.54,100,3.9,2.6,7.9,6.1,100,97,0,5,5,4,100,82,79,59,72,56,61,1,88,86,Higher Studies,Data Analyst,92.5,Excellent,66.8,63.1,Tech
B.Tech,ECE,4,8.29,62,5.1,4.7,8.5,2.7,95,93,0,8,5,8,100,95,100,30,89,68,61,1,87,85,Higher Studies,Data Analyst,99.3,Excellent,73.8,79.0,Tech
B.Tech,CSE,1,8.17,59,3.1,1.9,6.9,6.2,100,80,0,4,2,3,51,26,65,39,77,74,75,0,73,68,Placement,Data Analyst,74.8,Average,55.9,59.6,Tech
Law,Corporate,2,6.07,51,4.9,0.0,6.9,5.1,74,80,0,3,1,2,72,39,54,66,40,63,57,1,61,60,Higher Studies,Data Analyst,60.7,Average,42.3,50.9,Law
B.Tech,AI&DS,3,7.9,75,4.3,2.2,7.2,4.5,99,80,1,3,3,6,84,49,66,35,50,73,69,0,62,62,Higher Studies,Business Analyst,70.0,Average,52.5,61.8,Tech
BBA,Marketing,3,7.98,79,3.3,4.1,5.5,5.4,94,89,0,7,5,7,93,61,86,68,72,58,69,1,81,82,Government Exam,ML Engineer,86.4,Good,51.8,51.1,Management
B.Tech,IT,1,6.96,66,5.5,3.2,8.0,4.9,84,88,0,1,1,6,30,25,50,67,58,73,56,0,52,60,Placement,Software Engineer,72.3,Average,43.7,48.1,Tech
B.Tech,CSE,2,8.14,56,7.3,3.8,6.6,5.2,80,93,0,6,4,6,100,41,76,56,54,62,51,0,76,76,Placement,Data Analyst,96.2,Excellent,60.6,62.0,Tech
B.Tech,AI&DS,3,7.3,95,2.4,3.0,7.0,7.5,90,79,1,6,3,3,68,38,80,69,70,56,68,1,71,68,Government Exam,Business Analyst,65.5,Average,63.7,59.1,Tech
BCA,General,4,6.99,76,5.9,2.0,7.4,9.6,88,77,0,5,3,2,44,63,85,69,76,51,62,3,92,93,Higher Studies,ML Engineer,74.8,Average,70.5,69.0,Tech
Law,Corporate,1,7.05,60,3.3,1.2,6.2,2.0,85,95,0,0,2,6,23,30,37,63,31,63,68,0,52,57,Entrepreneurship,Software Engineer,62.5,Average,34.9,40.2,Law
B.Tech,IT,4,9.74,69,5.4,1.3,6.3,5.5,100,100,0,5,4,2,68,81,82,78,64,74,70,1,74,75,Placement,Software Engineer,94.9,Excellent,65.9,68.4,Tech
B.Tech,AI&DS,1,7.63,100,3.6,1.8,7.4,3.4,98,86,0,1,0,1,37,17,52,62,46,67,74,0,43,45,Placement,Software Engineer,71.3,Average,42.3,51.6,Tech
B.Tech,IT,1,8.11,84,4.1,3.3,7.4,5.3,92,98,0,5,3,6,93,39,68,50,58,68,67,0,71,68,Placement,Data Analyst,84.4,Good,58.6,66.3,Tech
BCA,General,1,9.47,68,4.2,2.4,9.0,6.8,100,96,0,3,1,5,57,32,53,74,42,72,72,0,72,79,Government Exam,Software Engineer,86.3,Good,52.8,64.0,Tech
B.Tech,AI&DS,4,5.68,60,6.5,0.3,7.2,10.8,88,94,1,4,6,0,95,59,74,68,59,64,67,2,71,67,Placement,Data Analyst,52.3,At Risk,65.5,59.9,Tech
B.Com,General,1,9.78,89,4.4,2.9,7.5,5.4,99,97,0,3,3,2,54,48,71,74,49,91,68,0,62,63,Entrepreneurship,ML Engineer,92.5,Excellent,46.5,49.3,Commerce
BCA,General,3,8.57,55,4.0,4.0,9.0,6.3,89,100,0,7,4,4,100,79,83,61,74,71,58,2,90,94,Placement,Business Analyst,90.4,Excellent,75.0,72.5,Tech
BCA,General,2,6.51,80,4.4,0.6,7.3,4.2,75,83,1,0,1,0,20,18,32,52,29,63,59,1,40,40,Entrepreneurship,Business Analyst,51.7,At Risk,35.4,44.4,Tech
B.Tech,IT,4,7.2,80,7.3,3.2,7.4,4.1,95,77,0,7,4,3,100,66,91,81,56,71,47,1,86,90,Government Exam,Business Analyst,92.7,Excellent,71.8,70.3,Tech
Law,Corporate,4,8.42,87,5.3,0.0,4.1,4.0,93,92,0,2,2,0,50,72,45,49,34,69,62,1,59,60,Entrepreneurship,Software Engineer,79.4,Good,41.0,46.4,Law
B.Tech,AI&DS,3,8.28,80,3.6,1.4,6.6,4.6,89,96,1,4,1,8,53,56,56,53,43,66,73,1,75,82,Placement,Business Analyst,71.1,Average,55.4,60.6,Tech
B.Tech,IT,4,8.4,81,6.7,1.0,7.2,5.1,100,92,0,4,5,5,42,53,68,61,48,85,49,0,64,68,Higher Studies,ML Engineer,88.0,Good,52.7,48.8,Tech
BBA,HR,3,7.09,76,4.8,3.3,6.2,8.8,85,81,1,6,5,4,100,74,82,46,69,77,71,0,72,74,Placement,Data Analyst,69.6,Average,47.7,53.1,Management
BCA,General,4,8.04,76,3.2,4.5,7.2,5.3,85,92,0,7,4,5,100,98,83,64,67,57,50,0,93,94,Placement,Business Analyst,87.4,Good,66.9,66.9,Tech
B.Tech,AI&DS,2,7.46,95,5.1,3.8,7.7,7.1,100,91,1,6,3,6,100,56,82,49,68,71,52,1,89,97,Placement,Data Analyst,76.7,Good,68.6,70.2,Tech
B.Tech,ECE,1,7.67,73,4.3,3.7,7.9,6.6,98,83,0,5,3,5,74,31,87,34,56,77,59,0,75,72,Government Exam,Data Analyst,81.0,Good,59.6,68.6,Tech
BBA,Finance,3,6.3,81,1.0,1.4,6.9,7.9,78,81,3,3,4,4,58,62,50,90,28,70,62,0,54,58,Placement,Business Analyst,28.1,At Risk,41.6,37.9,Management
B.Tech,IT,2,7.36,70,5.0,3.2,5.4,2.2,83,79,0,5,3,4,78,44,82,38,67,69,77,1,64,64,Entrepreneurship,Business Analyst,84.2,Good,61.9,58.1,Tech
B.Com,General,2,5.72,60,2.9,2.8,7.1,6.7,78,81,2,3,1,5,51,73,62,50,48,56,75,0,70,71,Placement,Business Analyst,40.6,At Risk,40.7,46.4,Commerce
BCA,General,2,8.75,66,2.6,1.1,6.6,6.5,100,87,1,5,3,2,50,58,69,63,59,58,61,1,65,63,Placement,Software Engineer,70.1,Average,56.6,60.5,Tech
B.Tech,IT,2,6.76,69,1.6,3.8,6.2,5.8,93,85,2,6,5,3,100,48,82,53,72,90,75,0,64,64,Placement,Business Analyst,53.3,At Risk,65.8,75.7,Tech
BCA,General,3,9.14,59,4.7,3.0,6.7,8.2,92,100,0,5,4,6,86,57,79,90,58,65,73,1,86,83,Government Exam,Software Engineer,88.9,Good,68.7,75.2,Tech
B.Tech,AI&DS,1,7.36,55,4.3,2.2,6.7,5.8,77,91,0,0,0,4,33,21,41,56,34,61,47,0,42,43,Placement,ML Engineer,65.8,Average,34.6,37.3,Tech
BBA,HR,4,7.6,87,5.9,3.5,6.8,7.8,89,86,0,8,7,5,100,100,100,67,78,66,68,0,81,83,Entrepreneurship,Data Analyst,90.6,Excellent,51.2,49.1,Management
BCA,General,4,5.79,65,3.3,2.7,6.5,6.3,72,69,2,4,3,5,61,78,66,54,43,30,63,2,87,92,Higher Studies,ML Engineer,44.7,At Risk,57.6,56.6,Tech
B.Tech,ECE,4,9.58,69,3.8,3.9,8.4,6.5,100,98,0,7,5,3,100,60,97,52,76,52,67,0,78,77,Entrepreneurship,Business Analyst,97.2,Excellent,66.8,65.4,Tech
BCA,General,2,9.44,67,7.5,4.8,7.3,6.6,97,94,0,6,3,9,98,76,90,55,87,63,71,1,95,96,Placement,Data Analyst,100.0,Excellent,73.2,78.0,Tech
Law,Criminal,2,6.5,44,1.5,2.2,7.3,5.6,72,82,2,6,3,7,100,30,82,72,50,57,60,0,78,75,Placement,Business Analyst,47.1,At Risk,46.0,55.8,Law
B.Tech,ECE,4,8.89,91,6.3,2.2,7.4,9.1,100,95,0,6,6,2,93,63,72,39,63,58,52,2,94,92,Higher Studies,Business Analyst,93.0,Excellent,67.6,66.9,Tech
Law,Corporate,4,8.55,60,3.3,1.9,5.6,8.2,97,89,0,4,2,5,61,48,60,58,36,55,81,3,80,82,Government Exam,Data Analyst,76.6,Good,54.1,52.2,Law
B.Tech,IT,3,8.54,86,8.0,2.5,8.0,5.9,100,87,0,4,0,5,66,34,63,69,79,45,44,1,71,70,Placement,ML Engineer,95.2,Excellent,56.1,60.8,Tech
B.Tech,AI&DS,2,8.31,61,5.6,4.1,9.0,6.3,79,94,0,6,5,4,100,86,81,63,72,31,70,1,93,93,Entrepreneurship,Business Analyst,91.9,Excellent,67.2,60.8,Tech
B.Tech,CSE,3,7.54,75,3.6,1.2,6.0,7.0,85,98,0,5,1,5,67,82,74,80,66,82,82,0,57,60,Placement,Data Analyst,72.7,Average,60.8,59.1,Tech
B.Tech,AI&DS,3,6.64,83,2.4,0.9,6.3,7.6,80,84,0,3,4,6,73,55,58,51,44,64,68,0,66,60,Government Exam,ML Engineer,58.0,Average,50.7,48.4,Tech
B.Tech,IT,2,7.58,57,5.1,2.8,6.5,9.2,97,87,0,4,3,3,91,67,81,49,61,73,53,1,57,57,Placement,Software Engineer,75.7,Good,59.3,55.2,Tech
B.Tech,CSE,3,6.52,66,1.6,2.5,7.3,7.8,96,89,1,5,3,4,66,66,62,67,62,73,78,2,86,90,Placement,ML Engineer,53.0,At Risk,67.4,82.6,Tech
Law,Criminal,4,8.93,66,5.5,2.7,6.9,5.7,90,92,0,7,5,4,100,69,87,43,58,89,73,3,100,92,Placement,ML Engineer,96.3,Excellent,65.6,72.9,Law
B.Com,General,3,8.77,68,2.4,0.2,6.5,4.4,98,100,0,3,2,4,49,64,46,84,47,75,54,1,74,69,Entrepreneurship,Data Analyst,74.0,Average,48.1,52.7,Commerce
BBA,HR,2,8.12,81,3.0,4.3,7.6,8.0,100,96,0,6,2,9,65,40,84,56,68,67,79,1,85,91,Entrepreneurship,ML Engineer,82.7,Good,53.2,50.4,Management
B.Tech,IT,3,6.85,88,1.0,2.7,7.4,6.6,81,65,2,5,4,1,87,78,72,26,67,56,56,2,75,68,Placement,Software Engineer,48.3,At Risk,61.9,59.8,Tech
B.Tech,AI&DS,4,7.75,70,4.7,5.4,8.2,4.0,86,91,0,8,5,3,100,96,100,68,77,71,73,1,78,84,Entrepreneurship,Software Engineer,94.7,Excellent,75.6,84.7,Tech
B.Tech,ECE,3,8.26,75,4.9,3.0,7.1,7.7,98,87,1,6,6,4,95,59,70,82,56,49,58,2,95,93,Higher Studies,Business Analyst,78.6,Good,70.0,66.1,Tech
BBA,Finance,3,8.29,56,4.5,2.0,7.0,9.0,83,96,0,6,4,5,100,65,79,87,61,65,57,2,95,94,Government Exam,Software Engineer,81.4,Good,57.7,63.0,Management
Law,Corporate,3,7.6,100,1.9,2.8,6.6,6.0,76,76,2,6,4,4,92,70,80,78,65,72,74,1,81,90,Placement,Business Analyst,59.5,Average,54.5,57.7,Law
B.Tech,ECE,3,7.68,78,6.7,4.3,7.2,9.1,69,87,1,7,4,6,100,73,92,73,69,66,57,2,100,100,Higher Studies,Software Engineer,83.0,Good,78.0,84.8,Tech
B.Tech,IT,3,8.76,82,4.3,1.6,6.0,7.5,100,92,0,4,3,4,77,56,61,22,68,59,63,0,71,80,Placement,ML Engineer,81.9,Good,52.2,54.0,Tech
BCA,General,2,7.89,68,3.7,3.2,8.1,3.7,100,86,0,4,3,4,75,54,63,48,58,65,63,1,75,79,Placement,Business Analyst,80.5,Good,58.1,66.6,Tech
B.Tech,IT,2,8.47,86,5.7,3.0,7.6,6.8,95,99,0,5,2,5,88,66,65,64,52,57,48,0,65,66,Higher Studies,Software Engineer,89.9,Good,54.4,51.0,Tech
B.Tech,ECE,2,5.9,76,3.8,3.2,7.2,2.5,87,99,2,4,3,5,58,38,71,67,63,63,53,1,64,69,Government Exam,ML Engineer,52.6,At Risk,56.8,59.6,Tech
BCA,General,1,7.62,84,5.2,1.4,6.6,6.7,75,89,0,0,0,3,21,13,38,53,20,54,49,0,44,50,Higher Studies,ML Engineer,69.2,Average,31.5,26.0,Tech
BBA,Finance,1,8.37,62,3.3,3.3,8.6,4.0,99,100,0,6,3,5,91,47,90,95,81,72,55,0,73,63,Entrepreneurship,Business Analyst,86.3,Good,49.0,55.3,Management
B.Tech,CSE,1,6.96,75,5.7,3.2,6.5,6.4,87,94,1,3,3,7,63,41,76,57,66,67,59,0,60,55,Government Exam,Data Analyst,67.7,Average,53.4,57.8,Tech
B.Tech,ECE,4,6.62,48,5.7,4.4,6.1,7.4,78,100,0,7,4,7,100,71,91,83,53,68,67,3,100,97,Placement,ML Engineer,81.2,Good,81.4,80.2,Tech
Law,Corporate,2,8.95,81,3.8,4.6,6.7,4.8,100,100,0,6,4,5,86,43,95,100,78,58,56,1,73,68,Placement,ML Engineer,94.6,Excellent,50.0,59.2,Law
B.Tech,CSE,1,8.02,78,4.7,2.9,7.8,9.4,100,95,0,4,1,5,51,35,58,46,38,75,77,0,62,64,Higher Studies,Data Analyst,78.7,Good,50.6,53.4,Tech
B.Tech,IT,1,8.03,52,4.5,2.8,8.4,4.2,99,89,0,3,1,4,49,25,51,87,41,67,60,0,51,49,Entrepreneurship,Business Analyst,79.6,Good,47.4,53.3,Tech
B.Tech,IT,3,8.04,61,4.3,1.3,8.1,2.0,89,83,0,3,3,4,47,63,56,64,48,53,73,0,65,70,Entrepreneurship,Software Engineer,79.0,Good,48.6,54.1,Tech
B.Tech,AI&DS,1,7.77,63,2.7,2.3,5.7,5.9,87,96,1,3,1,5,46,71,78,52,54,80,61,0,66,65,Government Exam,Software Engineer,62.3,Average,53.8,53.6,Tech
B.Tech,AI&DS,2,5.5,77,2.9,2.0,6.9,8.7,80,73,2,5,4,5,85,54,63,71,46,64,72,0,66,70,Higher Studies,ML Engineer,40.3,At Risk,56.9,65.9,Tech
B.Com,Hons,1,7.49,40,3.9,3.7,6.5,6.0,94,73,0,3,2,8,40,34,72,59,56,81,86,0,77,76,Government Exam,Data Analyst,73.6,Average,48.6,58.6,Commerce
B.Tech,IT,4,7.75,97,4.6,2.9,7.4,4.8,85,99,0,5,3,5,76,63,82,78,71,76,75,2,90,95,Placement,ML Engineer,83.8,Good,73.6,75.5,Tech
B.Tech,AI&DS,4,7.65,65,3.2,1.3,6.7,2.7,100,87,2,3,3,4,47,29,51,76,42,55,61,2,76,66,Placement,Business Analyst,56.3,Average,55.6,60.7,Tech
BBA,HR,4,7.75,100,4.5,1.5,7.8,4.9,91,91,0,5,4,3,61,94,81,100,71,83,45,3,88,83,Higher Studies,ML Engineer,80.9,Good,60.9,61.2,Management
BCA,General,2,7.23,73,1.1,5.6,6.5,3.7,96,78,2,7,5,7,100,50,92,79,52,55,72,0,96,94,Entrepreneurship,Software Engineer,62.9,Average,70.3,67.1,Tech
B.Com,General,3,8.57,44,4.5,2.0,6.2,6.5,94,98,0,5,4,4,97,85,81,75,59,77,64,2,84,86,Entrepreneurship,Data Analyst,83.2,Good,56.3,64.7,Commerce
B.Com,Hons,3,7.67,54,4.6,3.3,8.3,6.7,100,86,0,5,4,4,69,73,76,48,69,55,63,2,89,94,Placement,Business Analyst,80.2,Good,51.1,49.7,Commerce
