degree,year,goal,study_hours,self_learning_hours,screen_time,sleep_hours,cgpa,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,internships_count,github_activity_score,programming_score,sql_score,communication_score,resume_score,ats_score,academic_score,academic_category,employability_score
B.Tech,2,Placement,4.3,2.8,9.2,8.4,8.0,85,87,0,4,3,0,51,71,76,63,49,44,81.3,Good,56.5
B.Com,3,Government Exam,4.5,2.6,6.1,6.8,8.41,90,84,1,4,2,2,39,69,67,50,64,60,79.8,Good,64.9
Law,1,Placement,3.2,2.3,4.6,6.0,5.97,68,69,0,2,0,0,28,66,46,60,44,40,61.3,Average,42.9
B.Tech,2,Placement,4.2,1.4,7.0,7.0,6.39,90,96,1,3,2,0,63,51,53,39,59,61,57.4,Average,46.4
B.Tech,4,Entrepreneurship,1.9,2.4,6.4,9.0,7.11,84,81,0,5,3,1,86,81,76,87,47,44,70.9,Average,72.5
Law,3,Entrepreneurship,5.0,2.8,4.3,6.0,6.72,84,87,2,5,4,0,71,72,60,72,70,74,63.9,Average,63.9
B.Tech,2,Entrepreneurship,1.0,3.0,4.7,7.9,6.05,73,80,0,4,2,0,63,67,61,60,53,42,60.7,Average,55.6
B.Tech,1,Government Exam,4.1,2.7,6.9,8.3,7.75,86,82,0,3,1,0,43,72,48,71,42,40,78.8,Good,49.9
B.Tech,2,Placement,5.9,2.2,7.9,6.6,6.96,85,78,3,2,1,0,42,56,71,53,49,48,49.9,At Risk,44.2
BCA,2,Placement,2.9,2.4,5.4,6.3,9.37,91,81,0,4,3,0,57,74,66,62,58,54,91.2,Excellent,58.1
B.Tech,1,Placement,5.6,1.8,5.9,7.6,7.26,84,93,0,5,3,0,100,77,75,51,66,61,82.6,Good,67.1
Law,3,Placement,6.2,2.9,7.3,7.4,7.59,99,84,0,6,4,1,100,78,83,46,81,79,89.8,Good,77.9
B.Tech,2,Entrepreneurship,1.0,2.2,5.7,7.7,7.32,72,95,0,6,4,0,100,80,71,74,66,65,72.4,Average,72.8
BCA,2,Government Exam,4.3,2.7,5.4,9.0,6.18,82,76,1,4,3,0,68,66,47,63,60,64,62.3,Average,55.7
B.Tech,2,Government Exam,1.0,3.7,4.5,7.2,7.51,81,82,0,5,3,0,97,79,42,44,60,61,76.0,Good,62.4
BCA,4,Placement,4.3,1.6,4.5,5.8,7.86,99,77,2,5,5,0,81,75,75,55,65,70,68.7,Average,64.9
BBA,2,Entrepreneurship,4.5,3.2,11.3,7.1,7.26,84,81,0,5,3,1,82,70,66,80,63,70,76.6,Good,70.0
BBA,1,Government Exam,1.0,2.5,5.6,7.2,7.3,78,74,0,4,2,0,42,73,91,56,52,49,68.8,Average,57.3
BBA,1,Placement,7.4,4.9,8.7,8.3,8.39,90,91,0,3,3,0,59,77,65,72,40,45,96.4,Excellent,54.1
BCA,3,Entrepreneurship,4.9,2.2,9.4,6.8,8.93,97,91,0,4,4,0,48,57,39,56,69,73,89.3,Good,51.0
Law,3,Placement,3.2,3.3,5.6,6.6,9.63,100,100,0,7,3,0,97,82,46,67,62,62,100.0,Excellent,72.2
B.Com,2,Placement,6.7,2.5,6.7,5.6,6.95,67,71,3,4,2,0,70,64,53,71,64,67,58.0,Average,57.4
BBA,2,Higher Studies,1.8,0.8,6.2,7.5,6.0,70,88,1,3,3,0,42,54,91,57,62,63,46.9,At Risk,51.1
B.Tech,1,Higher Studies,2.7,1.9,2.8,9.0,7.39,97,76,1,3,0,0,63,54,82,63,40,40,66.1,Average,49.6
B.Tech,2,Placement,1.1,3.6,2.9,6.8,5.5,65,79,1,5,3,0,95,86,56,68,61,62,53.4,At Risk,68.0
B.Tech,2,Placement,7.2,2.0,6.1,7.5,8.56,92,80,0,4,3,1,54,76,62,58,69,70,96.0,Excellent,64.0
BBA,1,Entrepreneurship,5.0,0.0,5.2,6.5,7.75,84,87,0,0,3,0,21,33,44,62,40,45,71.9,Average,27.3
B.Tech,1,Higher Studies,5.5,2.5,9.8,5.7,8.05,85,67,0,1,1,0,13,45,44,53,40,40,78.0,Good,31.5
B.Tech,1,Government Exam,5.0,1.2,5.5,7.4,7.37,85,79,0,2,1,0,26,54,81,66,59,63,74.7,Average,46.1
B.Com,1,Placement,5.4,2.7,9.9,7.0,7.93,87,87,1,3,3,0,60,76,79,77,57,51,73.0,Average,58.4
B.Com,3,Placement,4.6,4.4,5.0,4.6,8.02,98,100,0,5,3,0,90,99,60,51,60,59,91.7,Excellent,69.2
Law,1,Placement,4.9,3.4,9.8,8.6,7.82,99,69,1,4,2,0,45,68,92,56,47,48,74.3,Average,55.7
B.Tech,2,Placement,4.7,4.3,7.0,7.4,6.39,85,80,3,6,4,1,100,69,71,40,63,51,54.8,At Risk,71.1
BBA,1,Placement,3.6,1.8,7.1,7.1,7.59,86,81,0,3,2,0,48,50,68,71,53,51,74.0,Average,48.4
B.Tech,4,Placement,4.4,2.3,5.0,6.6,9.23,98,76,0,6,4,2,95,65,68,45,76,78,98.8,Excellent,76.6
B.Tech,4,Higher Studies,4.9,1.2,7.2,7.4,7.85,95,77,0,6,5,3,83,78,49,71,89,89,84.9,Good,86.5
B.Tech,1,Placement,4.7,1.7,9.4,7.5,7.72,96,82,0,2,0,0,39,57,79,71,50,46,73.8,Average,47.1
B.Tech,2,Government Exam,2.3,1.4,5.7,7.4,8.65,96,93,0,3,4,0,78,62,79,75,48,52,79.1,Good,55.2
B.Tech,1,Placement,2.5,0.9,5.3,8.1,6.6,95,82,1,2,0,0,66,62,68,69,61,57,52.8,At Risk,51.4
B.Com,2,Placement,6.1,4.1,5.5,8.3,8.62,88,78,0,4,2,0,43,89,48,46,49,50,98.1,Excellent,55.7
B.Tech,1,Placement,4.0,0.0,9.2,9.0,7.03,94,68,0,1,0,0,23,51,81,63,40,40,61.1,Average,38.8
BBA,3,Placement,5.4,4.1,7.7,6.2,8.68,99,93,0,7,7,1,100,97,37,67,79,78,100.0,Excellent,82.8
BCA,2,Placement,2.9,4.0,8.9,6.4,8.05,85,85,0,5,2,0,73,69,53,71,63,64,82.1,Good,61.7
B.Tech,4,Entrepreneurship,2.3,3.1,6.6,7.4,6.87,86,95,2,7,6,0,100,83,73,71,59,56,59.4,Average,75.4
BCA,1,Government Exam,3.2,1.2,6.1,6.2,7.15,88,80,2,4,3,0,85,75,58,59,53,57,55.1,Average,59.3
B.Tech,4,Placement,4.2,0.6,6.8,6.4,8.4,90,97,0,2,2,0,56,48,50,63,40,40,78.1,Good,41.1
BCA,3,Placement,3.5,1.8,8.1,7.5,5.76,77,82,2,4,4,0,25,76,85,63,51,55,44.1,At Risk,56.3
B.Tech,1,Higher Studies,6.4,3.3,5.5,7.9,7.47,75,91,0,5,1,0,85,78,82,49,66,64,90.1,Excellent,66.4
B.Tech,2,Government Exam,4.8,2.5,8.7,8.3,8.17,85,91,0,3,1,0,82,71,80,53,41,40,82.0,Good,54.7
B.Tech,1,Placement,7.3,1.2,6.7,6.8,7.71,86,89,1,2,0,0,44,48,69,64,40,40,75.3,Good,41.9
BCA,2,Higher Studies,5.1,3.9,2.0,7.5,7.79,84,67,0,6,4,1,76,91,65,54,65,71,95.4,Excellent,75.4
Law,2,Government Exam,1.0,4.5,7.8,7.2,5.5,70,75,2,4,1,0,52,72,91,47,65,70,40.3,At Risk,59.1
B.Tech,3,Government Exam,6.1,2.2,3.5,7.0,7.04,93,77,1,4,3,0,65,70,86,46,63,54,75.6,Good,59.1
BBA,2,Government Exam,2.2,2.6,7.7,6.2,7.85,88,96,0,6,3,0,100,80,63,73,47,43,79.0,Good,68.9
BBA,4,Entrepreneurship,4.8,0.7,7.8,6.1,6.95,100,74,0,3,5,1,99,67,100,69,45,40,69.7,Average,64.5
Law,1,Entrepreneurship,3.3,2.0,6.7,7.7,6.23,82,77,3,2,1,0,39,64,63,66,48,49,37.2,At Risk,46.4
B.Com,4,Placement,7.7,3.1,7.1,6.2,9.01,100,97,0,6,5,1,100,68,70,61,59,55,100.0,Excellent,72.1
BCA,1,Higher Studies,6.7,2.9,8.2,5.2,8.36,90,90,1,3,2,0,32,60,85,58,61,63,82.5,Good,51.0
BBA,3,Government Exam,3.4,1.9,5.0,7.0,6.43,76,82,1,4,3,0,42,62,70,40,40,43,60.4,Average,49.0
B.Com,2,Higher Studies,4.3,2.2,7.6,8.5,7.67,90,94,0,4,4,1,60,74,61,72,57,65,79.0,Good,63.6
B.Tech,1,Entrepreneurship,4.9,2.0,8.3,4.2,6.68,93,83,0,2,1,0,50,53,70,60,49,58,67.6,Average,45.1
B.Tech,4,Placement,5.8,2.2,9.5,6.7,7.63,87,81,0,6,5,2,90,69,64,72,91,100,85.3,Good,82.1
B.Tech,2,Placement,4.5,3.0,3.8,7.7,7.74,92,75,0,5,2,0,80,66,33,53,59,64,87.8,Good,57.3
B.Com,3,Placement,3.0,0.1,6.8,5.2,6.62,85,85,1,3,3,1,51,61,80,84,62,61,53.3,At Risk,60.4
B.Com,3,Placement,3.4,2.4,4.1,6.8,8.08,89,81,0,5,4,1,79,58,55,67,69,60,85.7,Good,65.2
B.Tech,2,Placement,4.5,2.9,4.0,5.9,8.38,91,86,0,3,1,0,51,75,47,63,59,55,88.4,Good,53.0
BCA,2,Government Exam,6.4,1.8,6.7,6.0,8.09,82,95,0,3,2,0,35,51,83,52,54,47,86.7,Good,47.3
BCA,3,Placement,5.1,1.9,6.2,6.6,8.04,90,85,1,6,2,0,69,74,70,66,69,72,81.5,Good,67.7
B.Tech,1,Government Exam,3.3,2.0,8.3,5.9,6.09,85,75,3,1,0,0,52,43,75,72,50,60,32.4,At Risk,41.4
Law,3,Higher Studies,5.5,1.9,5.3,5.8,8.95,97,88,0,3,2,0,43,55,63,38,60,56,92.5,Excellent,46.4
B.Tech,4,Placement,3.9,2.5,5.7,6.9,7.41,88,82,1,7,7,1,100,83,68,63,58,51,76.3,Good,78.8
B.Tech,1,Placement,5.8,2.7,6.4,9.0,6.93,90,74,0,2,3,0,61,59,60,63,40,40,75.9,Good,45.5
BCA,1,Higher Studies,8.0,0.0,4.3,7.8,8.23,92,100,0,0,0,0,15,30,52,70,45,54,85.6,Good,28.2
BBA,3,Government Exam,4.0,3.3,4.6,8.0,8.17,90,83,0,5,3,0,93,74,75,44,75,82,89.2,Good,66.4
B.Tech,2,Entrepreneurship,5.7,2.2,8.2,7.8,8.22,96,94,0,5,4,0,66,74,68,74,62,67,88.9,Good,64.0
BBA,2,Entrepreneurship,3.4,4.8,4.9,6.3,6.43,83,72,2,7,2,1,100,98,90,73,73,67,64.3,Average,88.1
BCA,1,Entrepreneurship,4.3,1.1,8.4,7.3,8.23,89,92,0,2,1,0,47,37,31,74,55,60,76.6,Good,39.2
B.Tech,2,Higher Studies,4.5,1.5,7.2,8.1,7.53,91,86,2,3,1,1,55,57,82,57,70,70,59.6,Average,58.4
B.Tech,1,Entrepreneurship,4.2,2.3,2.9,7.8,7.98,89,87,1,5,2,0,77,57,59,78,65,69,80.1,Good,60.7
BCA,2,Government Exam,8.0,3.0,7.1,7.2,7.38,84,85,0,4,4,0,79,67,57,55,55,50,90.0,Good,56.6
B.Tech,3,Entrepreneurship,4.0,0.2,7.0,7.5,8.45,93,92,0,3,0,0,59,52,73,39,52,52,79.0,Good,47.2
Law,2,Placement,5.4,1.5,6.8,9.0,7.87,90,84,2,4,3,0,20,71,51,68,58,55,67.3,Average,52.5
B.Com,2,Entrepreneurship,1.6,3.2,5.7,7.8,8.21,82,86,0,6,4,0,85,90,58,64,74,78,83.2,Good,72.6
Law,4,Placement,5.1,1.4,4.1,6.7,6.29,84,84,1,5,4,3,84,62,73,79,87,98,66.4,Average,82.5
B.Tech,3,Government Exam,6.2,4.1,8.7,6.9,6.57,97,72,0,5,4,2,65,83,56,52,79,72,80.8,Good,75.4
Law,4,Placement,3.7,2.0,5.8,5.9,7.24,78,73,0,5,5,3,72,78,54,60,91,90,77.2,Good,82.0
B.Tech,2,Placement,1.0,1.4,4.2,9.0,8.37,87,89,0,5,3,0,74,64,54,59,59,64,78.6,Good,59.0
B.Tech,3,Placement,4.4,3.2,6.9,8.6,9.33,100,76,0,5,1,1,100,84,70,74,70,68,97.5,Excellent,76.0
B.Tech,1,Placement,4.5,4.4,4.5,7.1,6.78,77,68,2,5,2,0,88,83,46,51,75,71,66.2,Average,66.1
B.Tech,1,Placement,5.6,3.0,4.1,9.0,7.79,99,100,2,3,3,0,60,64,76,80,46,47,70.9,Average,54.0
BBA,1,Government Exam,7.5,4.0,5.2,7.6,8.17,89,100,0,4,1,0,50,77,96,56,51,49,98.7,Excellent,59.4
BCA,2,Placement,3.9,4.5,4.7,6.6,8.14,91,82,1,7,4,0,93,80,65,59,61,69,87.2,Good,72.1
B.Tech,4,Placement,3.2,1.4,4.2,7.9,8.18,89,95,0,5,3,1,92,71,71,65,70,72,83.7,Good,71.5
BCA,2,Placement,2.7,3.6,7.6,7.4,6.31,84,88,1,7,5,1,100,82,68,52,79,81,64.4,Average,80.7
B.Tech,3,Higher Studies,4.8,0.7,5.8,7.8,7.68,75,89,0,4,3,0,46,62,50,69,40,40,79.4,Good,50.6
BCA,3,Placement,5.2,3.0,8.5,5.6,5.88,80,77,2,6,5,2,100,78,69,68,87,88,56.2,Average,84.6
B.Tech,3,Placement,3.7,2.4,4.3,6.2,8.18,87,92,1,5,4,2,67,76,68,57,67,67,79.0,Good,73.6
B.Com,2,Placement,5.7,4.0,2.5,8.5,7.45,72,91,0,6,3,0,97,95,91,68,67,71,94.0,Excellent,77.8
B.Com,3,Higher Studies,5.2,3.9,6.3,8.7,6.59,91,86,1,5,1,1,100,81,68,68,69,72,71.9,Average,74.5
BCA,2,Placement,4.6,3.2,9.7,8.4,7.88,72,74,0,4,2,1,61,80,83,71,41,40,81.4,Good,65.1
B.Tech,1,Placement,3.1,2.9,7.1,9.0,7.04,100,99,0,4,1,0,70,63,71,78,40,40,72.4,Average,55.8
B.Tech,4,Placement,3.8,3.1,12.0,7.6,8.6,97,100,0,8,4,3,100,100,57,70,87,91,90.4,Excellent,99.8
B.Com,1,Entrepreneurship,1.0,2.6,6.7,7.5,6.25,70,64,2,2,2,0,46,52,47,70,57,54,39.5,At Risk,44.1
B.Tech,1,Placement,4.9,2.4,6.5,6.1,9.63,100,97,0,4,4,0,89,59,69,51,41,50,98.0,Excellent,54.1
B.Tech,4,Higher Studies,4.5,4.2,2.0,6.4,8.35,85,100,0,8,3,2,100,94,76,46,96,91,100.0,Excellent,94.5
B.Tech,2,Placement,4.8,4.4,6.9,5.0,8.78,88,98,0,5,1,1,75,78,63,58,53,52,96.5,Excellent,67.6
BCA,3,Placement,5.3,2.3,6.3,6.7,6.76,69,90,0,5,4,2,96,61,55,68,58,54,78.2,Good,71.3
BCA,2,Placement,5.1,2.8,5.2,4.9,9.27,89,80,0,5,3,1,61,67,86,69,70,72,99.8,Excellent,69.0
B.Com,2,Placement,4.3,2.6,5.7,8.1,6.46,76,87,0,5,3,0,81,46,58,34,59,59,74.1,Average,53.0
B.Tech,2,Placement,4.6,0.6,5.9,7.4,7.4,93,86,0,2,1,0,33,41,47,66,40,40,72.2,Average,37.1
B.Tech,2,Placement,2.4,2.1,5.6,5.0,8.43,100,94,0,4,4,0,64,63,64,78,46,56,81.2,Good,55.4
B.Com,2,Placement,3.6,4.4,10.2,6.8,7.9,79,78,0,5,4,0,66,94,66,92,62,59,82.7,Good,70.5
B.Com,3,Higher Studies,4.6,1.6,5.3,9.0,6.47,84,72,3,5,4,1,58,77,53,82,65,55,49.4,At Risk,68.5
B.Tech,2,Entrepreneurship,3.4,5.0,6.3,6.9,8.43,77,87,0,6,5,0,58,92,63,58,68,70,93.4,Excellent,69.7
BCA,4,Placement,5.8,3.9,5.2,6.0,8.07,92,84,0,8,4,2,100,100,39,58,85,85,100.0,Excellent,91.6
B.Tech,1,Higher Studies,3.5,3.0,7.6,5.2,7.05,100,81,0,3,2,0,59,52,71,70,59,56,71.4,Average,51.3
Law,2,Entrepreneurship,4.8,3.2,6.4,5.2,6.24,66,76,3,7,5,0,100,87,49,74,58,54,54.4,At Risk,74.0
B.Tech,3,Government Exam,4.7,1.4,5.4,7.5,7.99,81,85,0,4,3,1,47,81,59,78,68,68,83.3,Good,66.3
Law,4,Placement,5.6,2.2,2.1,6.6,7.6,93,80,0,6,4,3,94,74,54,72,77,72,91.8,Excellent,85.5
BBA,1,Government Exam,5.9,4.2,6.5,6.6,7.92,96,86,1,4,2,0,76,70,86,50,58,62,82.9,Good,59.6
BCA,3,Placement,5.5,1.8,5.4,6.6,6.3,73,68,0,3,2,1,61,68,60,48,65,68,71.2,Average,57.9
B.Tech,4,Higher Studies,1.3,3.8,5.9,6.9,6.72,95,86,1,8,4,1,100,90,52,82,71,71,67.5,Average,85.9
BCA,1,Placement,6.3,0.8,3.6,5.8,8.28,84,90,0,1,3,0,0,58,96,63,47,41,85.1,Good,40.6
B.Tech,4,Placement,6.8,1.1,8.9,7.3,9.61,100,83,0,5,5,2,78,75,91,53,80,74,100.0,Excellent,78.4
B.Tech,1,Placement,3.8,4.8,7.7,5.6,7.28,90,94,1,7,4,0,100,92,77,51,71,73,77.4,Good,77.8
BBA,3,Placement,4.9,2.5,8.9,6.2,8.93,100,84,0,5,2,0,88,82,73,58,54,56,92.1,Excellent,65.8
Law,4,Higher Studies,3.2,1.9,8.3,8.0,8.08,93,96,0,5,5,0,100,70,52,84,57,57,79.6,Good,64.8
BCA,3,Placement,1.6,4.1,7.2,7.4,7.35,91,87,0,7,4,1,100,92,81,62,89,92,78.6,Good,86.9
BBA,2,Higher Studies,3.4,4.0,3.7,7.7,6.5,88,88,1,4,2,0,62,80,70,73,48,51,66.4,Average,60.2
B.Tech,1,Placement,3.7,3.6,9.7,9.0,6.58,92,82,0,2,3,0,45,61,55,69,49,49,65.2,Average,45.8
B.Tech,4,Placement,4.0,1.8,4.1,6.9,8.05,89,91,0,4,5,1,68,79,67,64,62,62,83.8,Good,66.2
B.Tech,2,Higher Studies,3.1,2.2,5.5,7.0,6.89,77,90,2,5,1,1,86,74,58,41,70,62,57.1,Average,67.7
BCA,1,Entrepreneurship,3.4,2.9,7.4,6.7,6.86,83,97,0,3,2,0,63,68,42,75,63,63,69.4,Average,53.8
Law,3,Placement,4.5,3.3,7.5,6.6,7.41,81,93,0,7,5,1,100,77,85,56,71,70,85.9,Good,80.3
BBA,2,Placement,3.3,1.9,7.1,6.0,7.25,81,87,0,3,2,1,63,57,37,45,62,58,70.7,Average,52.4
B.Tech,1,Entrepreneurship,5.3,2.7,5.2,7.1,8.51,100,78,0,2,0,0,40,62,97,42,53,56,88.2,Good,47.7
B.Tech,1,Placement,5.5,2.8,4.8,7.4,7.27,91,64,0,4,2,0,46,78,61,72,53,53,83.6,Good,57.6
BCA,1,Entrepreneurship,8.0,4.0,11.1,7.4,8.82,98,89,0,4,1,0,50,87,71,74,49,50,99.6,Excellent,61.0
B.Tech,3,Higher Studies,6.2,3.4,5.9,7.1,8.22,99,82,0,6,5,0,56,75,73,37,64,54,97.2,Excellent,63.3
B.Com,3,Placement,4.9,0.7,5.7,7.9,6.12,85,74,2,4,4,0,92,56,50,58,56,55,51.3,At Risk,54.6
B.Com,2,Placement,3.6,2.2,4.6,7.0,7.7,100,85,0,4,4,0,87,59,61,69,42,46,80.2,Good,55.1
BCA,4,Placement,4.9,1.4,6.5,6.6,5.5,60,82,3,5,3,0,95,74,63,66,53,51,41.1,At Risk,64.3
B.Tech,4,Placement,5.0,3.2,6.4,6.1,6.84,76,77,0,5,4,1,76,89,55,58,73,72,79.7,Good,72.5
B.Tech,3,Entrepreneurship,3.7,3.6,6.0,5.5,7.88,83,93,0,8,7,2,100,93,80,63,84,85,91.4,Excellent,94.4
B.Tech,1,Government Exam,5.7,2.6,6.8,8.5,7.74,77,86,2,4,1,0,81,70,46,76,59,59,69.4,Average,59.2
B.Tech,3,Higher Studies,2.4,2.2,9.5,6.3,5.67,79,77,0,5,2,1,58,74,67,70,59,66,57.4,Average,67.3
B.Tech,2,Government Exam,4.1,2.6,4.8,6.1,6.51,83,96,0,5,3,0,68,71,39,72,61,63,74.9,Average,60.1
BBA,3,Placement,5.3,2.8,6.1,6.6,5.5,93,78,1,5,5,0,88,66,68,59,60,63,61.4,Average,62.3
BBA,3,Higher Studies,4.1,1.7,4.7,6.7,6.3,88,79,2,4,2,1,60,75,67,49,66,68,53.4,At Risk,63.6
B.Tech,2,Placement,4.2,1.0,6.6,8.6,8.05,86,91,0,4,4,0,57,65,93,67,52,59,80.5,Good,58.2
B.Tech,4,Government Exam,4.3,0.0,4.9,6.7,7.04,89,97,1,3,2,0,68,50,55,74,53,55,62.4,Average,49.6
B.Tech,1,Placement,3.2,4.0,4.9,9.0,7.54,73,84,0,5,3,0,67,100,62,56,75,69,83.2,Good,70.0
B.Tech,3,Higher Studies,6.3,3.1,3.1,7.1,7.85,90,89,1,6,3,1,100,82,61,67,75,80,88.7,Good,77.8
B.Com,1,Entrepreneurship,3.0,2.9,6.2,9.0,7.38,87,83,0,3,1,0,79,53,90,64,63,59,73.6,Average,55.3
B.Tech,4,Placement,5.0,4.0,6.9,7.9,8.57,85,88,0,8,6,0,100,100,56,45,70,73,100.0,Excellent,79.7
B.Tech,1,Placement,5.1,1.0,9.7,7.4,7.49,85,81,0,0,0,0,38,30,68,63,40,40,67.5,Average,30.5
B.Tech,1,Higher Studies,3.1,0.4,6.9,8.6,8.18,85,83,0,2,0,0,46,55,60,67,54,45,72.6,Average,45.4
B.Com,2,Placement,4.6,3.0,5.1,8.1,5.5,70,90,1,6,3,0,85,85,62,59,79,78,62.7,Average,72.1
BCA,2,Higher Studies,3.1,2.9,3.3,7.6,8.37,97,84,0,5,4,0,100,87,65,78,61,69,88.8,Good,70.4
B.Tech,1,Entrepreneurship,6.6,0.4,3.6,9.0,6.73,91,69,2,2,1,0,49,43,81,50,43,40,58.9,Average,41.6
BCA,3,Placement,2.8,2.9,3.4,6.5,6.35,85,81,2,5,4,0,66,74,86,90,60,55,55.7,Average,67.1
BBA,2,Placement,3.5,2.0,9.8,6.0,6.79,80,90,1,3,1,0,62,62,44,64,61,57,57.2,Average,51.0
Law,1,Higher Studies,2.7,1.5,6.6,6.3,8.28,86,98,0,2,0,0,69,63,76,62,49,40,74.7,Average,50.0
B.Tech,2,Placement,2.5,2.1,4.8,8.8,6.47,79,71,3,4,2,0,68,71,83,75,50,57,42.5,At Risk,60.3
B.Com,4,Placement,6.9,0.0,4.1,8.5,7.34,84,93,1,3,2,1,59,59,70,47,52,61,73.3,Average,54.2
Law,3,Entrepreneurship,5.3,1.8,4.3,6.5,6.83,77,98,1,3,2,1,51,71,82,92,65,64,67.9,Average,64.5
Law,3,Higher Studies,4.7,1.7,4.8,4.6,7.84,97,80,0,6,3,1,97,74,46,56,97,93,87.4,Good,76.3
BCA,3,Placement,3.5,3.2,8.6,6.8,8.1,88,85,0,5,5,2,65,89,72,75,66,64,83.0,Good,78.7
BCA,2,Placement,5.9,2.3,5.9,6.0,9.31,100,82,0,5,4,0,68,73,83,65,65,59,100.0,Excellent,64.8
B.Tech,1,Higher Studies,3.3,3.3,3.1,6.5,9.55,86,100,0,4,1,0,62,80,55,52,61,61,97.6,Excellent,58.4
BBA,2,Government Exam,5.7,0.0,10.6,5.9,8.34,86,76,0,2,1,1,46,46,45,77,47,51,77.2,Good,46.5
BCA,4,Government Exam,3.2,1.5,3.7,5.4,7.71,95,82,1,6,4,1,100,80,82,71,78,86,74.5,Average,80.3
BBA,4,Placement,3.5,3.2,4.8,8.9,6.33,88,86,3,8,5,1,100,100,58,95,96,92,54.8,At Risk,93.8
B.Tech,2,Entrepreneurship,5.6,2.1,8.6,6.3,9.46,87,87,0,1,0,0,44,44,56,69,51,47,90.3,Excellent,39.0
BBA,1,Higher Studies,5.8,3.5,6.8,8.4,7.96,92,78,0,4,4,0,61,81,36,57,53,56,89.3,Good,55.9
B.Com,1,Higher Studies,5.4,0.3,5.1,6.8,7.45,89,84,0,1,0,0,40,47,57,42,40,40,73.4,Average,35.0
B.Tech,2,Higher Studies,2.9,3.4,3.5,5.9,7.69,82,100,0,5,2,0,97,94,54,56,63,63,83.5,Good,69.1
B.Com,3,Placement,3.8,1.7,4.1,7.5,6.9,87,80,0,5,3,2,78,69,37,68,74,73,76.1,Good,72.1
BCA,1,Entrepreneurship,4.7,1.6,4.2,6.6,5.51,64,75,1,2,1,0,49,58,56,60,53,54,53.3,At Risk,45.3
B.Com,4,Placement,3.2,3.7,6.0,6.8,7.9,82,77,1,6,5,0,83,83,82,74,61,64,78.2,Good,72.1
B.Tech,2,Placement,6.6,3.9,6.4,7.1,9.09,100,94,0,4,3,0,76,80,70,69,48,48,100.0,Excellent,61.2
B.Tech,4,Government Exam,1.0,3.7,5.7,6.2,7.55,87,92,0,6,5,1,49,67,40,50,72,68,77.2,Good,64.8
Law,3,Higher Studies,3.3,4.9,5.9,5.4,7.39,87,79,0,8,4,1,91,88,70,60,89,94,89.1,Good,86.8
B.Tech,3,Government Exam,3.7,4.0,3.9,6.9,7.47,85,89,0,7,6,0,100,96,75,54,74,73,89.1,Good,79.3
B.Com,3,Higher Studies,1.0,1.5,6.6,8.0,7.21,90,79,0,5,4,0,55,71,66,69,57,64,67.1,Average,60.6
BCA,3,Placement,2.4,2.7,8.6,6.1,7.39,91,69,0,5,5,1,72,59,64,70,58,53,73.1,Average,64.4
BCA,3,Entrepreneurship,5.4,2.1,5.7,7.2,7.66,94,89,0,4,3,0,89,63,53,57,53,51,84.1,Good,55.8
B.Tech,3,Placement,4.5,4.9,5.6,8.5,7.6,89,100,2,8,6,2,100,96,71,45,85,78,78.7,Good,92.6
BCA,3,Entrepreneurship,6.9,3.8,6.2,6.9,9.33,93,82,0,7,2,1,100,86,73,95,75,79,100.0,Excellent,85.8
B.Tech,4,Placement,6.8,2.3,8.2,7.1,8.35,87,89,0,7,5,2,100,91,69,68,99,100,97.5,Excellent,92.7
B.Tech,3,Government Exam,5.1,3.6,4.2,7.1,7.77,80,96,0,4,2,0,66,84,91,68,53,56,88.5,Good,63.8
B.Tech,3,Placement,5.0,1.0,8.9,6.3,8.24,87,87,0,5,4,0,80,51,61,42,61,59,84.0,Good,55.4
B.Tech,4,Higher Studies,4.6,2.8,6.8,6.0,8.18,86,76,0,6,4,1,78,80,45,73,78,82,90.0,Excellent,74.5
Law,1,Entrepreneurship,1.0,1.4,6.1,6.0,7.9,100,86,0,2,2,0,40,56,90,77,52,54,66.9,Average,48.8
Law,1,Placement,2.4,0.5,8.4,7.4,6.58,74,93,1,1,1,0,13,35,36,69,55,53,46.4,At Risk,32.0
B.Tech,2,Government Exam,4.7,3.4,3.6,7.8,7.17,94,79,2,5,2,0,97,88,59,66,55,65,68.5,Average,67.9
BBA,2,Government Exam,5.4,3.6,7.0,7.8,6.98,82,84,0,5,3,0,91,82,51,66,54,54,82.3,Good,64.7
B.Tech,4,Government Exam,4.9,3.0,6.9,6.6,8.33,89,79,0,7,5,1,86,93,63,54,73,74,94.7,Excellent,80.9
BBA,2,Entrepreneurship,3.2,2.3,4.1,8.1,8.02,93,86,0,4,3,1,58,65,62,56,56,60,82.1,Good,59.6
B.Com,3,Placement,5.9,1.0,6.9,7.3,6.64,71,84,1,4,4,0,73,57,50,62,56,52,65.9,Average,53.6
Law,2,Placement,6.7,1.1,6.6,7.1,8.26,84,89,0,4,2,0,72,59,81,78,57,57,89.9,Good,58.7
B.Tech,1,Placement,5.9,1.3,5.6,4.0,9.02,85,87,0,1,0,0,16,49,62,68,41,40,88.9,Good,36.3
BBA,3,Placement,6.0,2.2,7.7,6.2,7.59,84,88,0,4,4,1,68,65,83,56,68,62,83.4,Good,64.5
