degree,branch,year,cgpa,attendance,study_hours,self_learning_hours,sleep_hours,screen_time,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,certifications_count,github_activity_score,linkedin_activity_score,programming_score,sql_score,dsa_score,communication_score,aptitude_score,internships_count,resume_score,ats_score,goal,target_role,academic_score,academic_category,employability_score,placement_probability
B.Com,General,3,8.25,86,1,0,7,9,64,86,1,1,4,9,66,92,96,78,31,40,36,1,69,43,Placement,ML Engineer,82.3,Good,56.2,53.4
B.Com,Hons,3,9.03,46,1,3,4,6,57,85,2,0,0,0,32,41,47,51,23,45,52,2,73,87,Entrepreneurship,Software Engineer,82.8,Good,54.8,52.1
Law,Corporate,3,5.75,83,5,2,4,3,88,56,3,2,0,6,64,58,88,56,62,37,52,2,66,95,Placement,Business Analyst,68.3,Average,72.4,68.8
BBA,HR,1,9.4,87,6,3,6,6,58,73,2,6,2,5,19,87,30,86,96,76,75,2,84,50,Higher Studies,Business Analyst,100.0,Excellent,81.6,77.5
BBA,Finance,3,6.31,48,7,2,7,10,95,83,3,7,0,7,65,82,48,71,71,75,48,1,43,41,Placement,Software Engineer,81.6,Good,70.9,67.4
Law,Corporate,1,6.6,59,4,2,7,7,77,50,3,2,3,1,15,54,42,62,40,33,42,2,72,67,Higher Studies,Software Engineer,66.8,Average,58.3,55.4
BBA,HR,1,5.73,76,4,1,8,6,76,78,3,7,0,0,72,4,62,53,88,73,79,2,82,51,Placement,Software Engineer,68.7,Average,87.9,83.5
BCA,General,4,9.65,50,3,4,8,11,56,75,1,5,3,0,13,40,51,80,32,46,60,0,70,79,Higher Studies,Business Analyst,100.0,Excellent,56.7,53.9
B.Tech,CSE,1,9.16,41,6,2,4,7,93,59,3,4,5,1,0,56,56,90,21,34,100,2,58,60,Government Exam,Software Engineer,100.0,Excellent,68.0,64.6
B.Com,General,1,9.43,61,1,0,5,10,63,50,2,5,1,4,34,52,79,86,25,82,67,0,50,84,Higher Studies,Data Analyst,78.9,Good,63.6,60.4
B.Tech,IT,2,9.14,87,3,5,4,8,60,94,3,6,4,6,81,37,82,64,42,34,86,1,91,73,Entrepreneurship,Business Analyst,100.0,Excellent,77.2,73.3
B.Com,General,3,7.56,75,8,4,8,11,81,66,2,3,5,8,0,0,89,60,93,64,37,2,76,95,Government Exam,ML Engineer,100.0,Excellent,78.1,74.2
BCA,General,1,9.47,44,2,1,8,4,77,90,2,5,2,3,42,59,79,71,55,52,43,1,54,73,Government Exam,Software Engineer,100.0,Excellent,69.0,65.6
BBA,Marketing,3,9.67,46,4,4,8,11,55,85,0,6,1,8,68,93,95,85,29,51,80,1,59,75,Higher Studies,Business Analyst,100.0,Excellent,77.3,73.4
Law,Criminal,1,7.66,45,1,4,4,11,84,58,2,3,0,2,74,75,53,31,46,88,38,2,100,89,Government Exam,Software Engineer,73.3,Good,72.6,69.0
BCA,General,4,6.26,95,3,2,7,6,55,88,0,6,2,5,87,45,98,34,26,95,42,1,76,93,Government Exam,Data Analyst,97.3,Excellent,78.1,74.2
B.Tech,CSE,2,8.33,61,5,0,5,5,73,72,1,2,3,8,95,3,37,35,69,65,95,1,88,42,Entrepreneurship,Data Analyst,99.4,Excellent,58.6,55.7
Law,Criminal,1,9.69,49,2,2,5,6,58,78,3,0,1,0,54,14,49,22,40,96,67,2,47,78,Entrepreneurship,Software Engineer,80.9,Good,56.4,53.6
BBA,Marketing,3,9.25,85,3,0,8,9,51,51,1,1,4,3,15,80,95,46,65,57,50,2,41,45,Entrepreneurship,ML Engineer,89.1,Excellent,61.3,58.2
BCA,General,4,9.21,79,5,0,6,7,87,67,1,2,4,4,66,11,99,42,20,52,58,2,77,40,Government Exam,Data Analyst,100.0,Excellent,65.7,62.4
Law,Criminal,3,9.52,85,1,3,4,5,63,77,2,2,1,5,62,0,88,83,74,42,79,0,89,80,Placement,ML Engineer,95.4,Excellent,63.0,59.8
BCA,General,4,9.34,85,1,2,7,6,80,96,3,0,1,7,71,76,76,52,72,98,93,1,66,51,Entrepreneurship,Software Engineer,82.9,Good,60.5,57.5
BCA,General,2,8.84,59,2,1,8,8,79,91,3,0,1,1,95,29,65,67,40,59,38,1,89,78,Placement,Software Engineer,73.7,Good,56.9,54.1
BBA,Finance,4,8.59,67,5,5,6,9,76,98,1,3,0,5,21,73,31,74,51,85,44,0,53,40,Entrepreneurship,Software Engineer,100.0,Excellent,45.9,43.6
B.Com,General,3,6.64,62,4,4,8,6,85,56,0,6,5,6,55,99,93,46,33,89,82,1,63,59,Higher Studies,Software Engineer,100.0,Excellent,74.8,71.1
Law,Criminal,3,8.17,74,7,3,6,3,95,60,0,2,5,5,51,5,67,66,58,50,82,2,74,75,Higher Studies,Data Analyst,100.0,Excellent,70.8,67.3
BBA,Finance,1,7.74,40,7,1,5,7,80,56,2,6,5,3,80,72,55,50,61,71,100,2,67,77,Placement,Software Engineer,100.0,Excellent,83.4,79.2
BCA,General,4,9.21,68,1,5,6,10,91,92,0,2,4,5,26,49,49,98,44,77,32,1,95,87,Entrepreneurship,Business Analyst,100.0,Excellent,63.1,59.9
BBA,Finance,3,7.61,48,6,5,5,4,55,73,0,4,4,3,63,1,33,54,48,51,51,1,73,86,Higher Studies,Business Analyst,100.0,Excellent,61.3,58.2
B.Com,Hons,1,6.05,48,4,2,5,8,92,64,1,1,0,8,44,5,94,55,51,97,68,1,56,42,Entrepreneurship,Software Engineer,74.2,Good,59.5,56.5
Law,Corporate,2,5.52,61,4,0,4,9,94,80,0,4,2,0,66,74,43,43,30,79,38,2,72,100,Higher Studies,Software Engineer,82.8,Good,70.8,67.3
B.Com,General,3,8.41,41,7,2,6,7,67,68,3,7,4,8,25,89,64,36,47,92,63,1,62,89,Entrepreneurship,Business Analyst,100.0,Excellent,74.4,70.7
B.Tech,ECE,1,7.86,55,3,5,7,4,63,59,1,4,2,3,98,91,81,64,88,77,41,1,47,90,Entrepreneurship,Data Analyst,100.0,Excellent,74.6,70.9
Law,Corporate,3,6.92,79,8,2,7,2,69,97,1,1,2,2,12,76,52,81,44,95,63,2,72,84,Placement,Software Engineer,100.0,Excellent,66.9,63.6
B.Com,Hons,4,6.23,97,3,3,6,4,60,57,0,2,2,4,80,37,49,20,71,84,74,2,99,59,Placement,Software Engineer,91.2,Excellent,69.4,65.9
BCA,General,1,7.51,45,1,1,4,7,86,50,3,3,4,2,29,75,56,39,60,65,79,2,58,85,Entrepreneurship,ML Engineer,66.2,Average,69.0,65.6
Law,Criminal,4,5.93,94,4,5,7,5,89,51,3,7,3,0,92,82,70,89,70,58,57,1,51,85,Placement,Data Analyst,87.1,Excellent,81.7,77.6
Law,Corporate,2,6.95,52,3,3,8,2,53,78,0,6,2,7,77,17,65,88,26,76,68,1,43,47,Placement,ML Engineer,100.0,Excellent,70.2,66.7
BBA,Finance,4,7.13,72,5,1,7,7,93,91,3,1,5,8,29,18,33,83,52,79,32,0,70,50,Government Exam,ML Engineer,81.2,Good,43.1,40.9
BCA,General,1,7.5,58,5,3,4,2,55,59,2,0,3,5,100,27,55,89,61,38,76,0,83,83,Placement,ML Engineer,89.5,Excellent,52.4,49.8
B.Tech,IT,3,7.51,54,8,4,5,9,72,91,2,2,0,1,43,11,69,69,76,91,41,2,95,95,Placement,Business Analyst,97.7,Excellent,77.7,73.8
B.Com,Hons,1,6.61,72,5,0,5,4,57,58,0,1,5,5,47,95,95,72,30,34,72,2,94,40,Placement,Software Engineer,92.2,Excellent,66.2,62.9
BBA,Marketing,4,9.16,49,8,0,5,4,79,99,1,1,3,5,8,51,32,57,89,36,96,2,60,69,Placement,Business Analyst,100.0,Excellent,60.3,57.3
B.Com,Hons,4,7.03,40,5,0,4,2,85,80,1,5,3,5,47,76,93,71,86,73,47,1,51,99,Placement,ML Engineer,100.0,Excellent,78.7,74.8
B.Tech,AI&DS,3,6.49,99,8,4,5,4,91,81,3,6,1,9,95,86,58,80,49,66,39,0,46,80,Government Exam,Business Analyst,100.0,Excellent,64.6,61.4
B.Tech,AI&DS,2,6.26,51,8,5,5,8,60,51,2,1,2,8,55,99,83,93,100,32,33,2,57,91,Entrepreneurship,Data Analyst,85.3,Excellent,72.8,69.2
Law,Criminal,1,6.89,82,8,5,4,11,96,73,1,7,4,3,67,57,36,44,42,44,41,1,78,53,Placement,Data Analyst,100.0,Excellent,65.4,62.1
B.Tech,IT,3,5.79,68,4,4,8,9,54,86,3,3,1,1,5,93,54,48,70,32,82,1,50,59,Government Exam,ML Engineer,64.7,Average,55.5,52.7
B.Com,General,3,5.64,56,5,0,7,9,52,92,2,4,5,7,64,21,53,54,24,43,80,1,72,85,Government Exam,Software Engineer,70.5,Good,62.9,59.8
BCA,General,3,8.1,43,4,0,4,4,64,55,1,4,3,5,88,44,72,66,69,33,45,1,61,69,Entrepreneurship,Business Analyst,95.3,Excellent,67.0,63.6
BCA,General,1,8.16,68,7,1,4,6,51,57,3,5,0,9,66,61,35,76,63,64,46,1,47,84,Government Exam,Data Analyst,85.9,Excellent,66.4,63.1
Law,Criminal,1,7.78,94,1,1,6,2,51,89,0,1,4,0,20,41,44,51,34,37,55,0,78,51,Entrepreneurship,Software Engineer,98.9,Excellent,38.3,36.4
B.Com,Hons,1,8.78,46,8,2,5,10,57,74,0,1,0,5,77,66,69,65,21,64,31,1,70,51,Entrepreneurship,Business Analyst,100.0,Excellent,52.9,50.3
B.Com,General,2,5.67,83,1,3,8,9,95,91,1,4,3,1,29,8,90,55,43,97,58,2,92,91,Higher Studies,Data Analyst,80.4,Good,82.3,78.2
B.Tech,CSE,3,9.52,52,5,1,6,11,79,92,3,3,0,3,56,63,50,90,73,65,76,2,66,78,Entrepreneurship,Business Analyst,87.9,Excellent,75.8,72.0
B.Com,General,4,5.91,44,5,1,8,3,90,74,2,7,1,1,54,14,87,29,29,73,40,2,90,41,Entrepreneurship,Business Analyst,87.1,Excellent,79.9,75.9
BBA,Marketing,4,8.4,99,5,1,5,11,54,95,0,2,0,3,1,29,61,65,54,93,63,2,67,62,Entrepreneurship,Business Analyst,100.0,Excellent,67.2,63.8
B.Tech,IT,3,6.07,45,8,1,5,2,79,60,2,4,1,6,47,25,41,45,60,96,100,2,62,97,Entrepreneurship,ML Engineer,89.2,Excellent,76.6,72.8
BBA,Finance,4,9.28,73,1,4,5,5,93,84,3,1,2,7,21,93,38,67,66,49,58,1,80,50,Government Exam,Data Analyst,92.9,Excellent,51.4,48.8
Law,Criminal,2,7.7,92,3,2,7,10,59,50,0,3,4,2,12,68,49,67,49,86,78,0,66,87,Placement,ML Engineer,94.5,Excellent,55.4,52.6
BCA,General,2,5.85,46,1,1,8,9,82,72,1,6,0,0,88,94,44,32,57,84,45,2,49,52,Placement,ML Engineer,68.7,Average,73.4,69.7
Law,Criminal,1,8.15,85,5,5,8,4,73,52,0,3,1,9,42,21,37,49,45,43,43,0,62,57,Higher Studies,Software Engineer,100.0,Excellent,44.0,41.8
BCA,General,1,5.54,96,3,3,6,11,68,90,1,6,3,0,74,53,50,89,39,30,42,1,72,58,Placement,Business Analyst,82.8,Good,67.9,64.5
Law,Criminal,1,8.84,93,8,1,4,7,79,50,2,5,5,9,73,57,74,85,55,86,64,0,65,66,Government Exam,Data Analyst,100.0,Excellent,67.6,64.2
B.Com,General,1,8.3,67,3,4,5,10,74,93,0,1,3,6,48,78,69,26,83,43,81,1,52,50,Government Exam,Business Analyst,100.0,Excellent,53.2,50.5
BBA,Marketing,1,6.41,85,2,5,5,11,60,61,3,7,1,0,36,52,35,75,62,80,54,1,70,92,Government Exam,Business Analyst,69.7,Average,75.6,71.8
BCA,General,4,7.11,49,7,0,6,9,98,87,2,0,4,2,88,98,40,49,59,87,88,2,66,69,Entrepreneurship,ML Engineer,84.6,Good,62.9,59.8
B.Tech,ECE,4,5.53,43,4,0,8,11,84,89,2,3,2,4,34,18,93,74,37,38,97,2,52,40,Government Exam,ML Engineer,60.8,Average,69.8,66.3
BBA,Marketing,1,8.48,42,7,2,7,6,50,80,1,4,2,4,18,33,71,52,41,77,71,2,87,52,Higher Studies,Data Analyst,100.0,Excellent,73.2,69.5
B.Tech,CSE,2,6.89,64,5,0,8,10,66,78,3,7,4,3,27,81,88,61,96,56,77,2,94,98,Government Exam,Software Engineer,75.9,Good,95.6,90.8
BBA,Finance,4,7.96,62,4,1,7,10,80,84,2,0,5,7,56,13,37,25,98,57,74,0,97,47,Entrepreneurship,Software Engineer,82.9,Good,44.1,41.9
BBA,Finance,2,9.61,66,2,4,7,4,55,77,0,5,0,2,60,21,84,27,35,85,58,0,100,61,Placement,Software Engineer,100.0,Excellent,63.2,60.0
Law,Criminal,2,6.79,53,4,2,8,9,62,70,1,2,1,7,42,87,68,92,22,63,32,1,86,59,Entrepreneurship,Business Analyst,78.8,Good,59.2,56.2
BCA,General,3,9.76,77,5,5,5,5,75,60,3,4,2,5,59,12,80,94,88,31,50,0,73,53,Entrepreneurship,Software Engineer,100.0,Excellent,63.2,60.0
BCA,General,3,8.22,71,2,1,7,11,85,75,1,5,4,3,9,63,84,89,46,53,60,1,86,53,Placement,ML Engineer,93.8,Excellent,71.3,67.7
BBA,HR,1,6.54,62,4,0,6,8,54,60,1,6,2,9,78,55,32,59,59,78,42,1,46,55,Government Exam,ML Engineer,79.5,Good,65.4,62.1
B.Com,General,2,7.38,86,8,3,6,11,96,54,2,5,2,2,95,71,72,75,23,69,77,1,83,58,Higher Studies,ML Engineer,99.3,Excellent,72.6,69.0
B.Com,General,4,8.68,79,1,1,7,9,63,56,0,5,0,9,66,41,74,99,62,37,53,1,51,78,Higher Studies,Business Analyst,93.7,Excellent,72.5,68.9
B.Tech,ECE,3,7.42,76,3,3,5,8,64,80,0,1,2,9,23,65,45,36,71,98,31,2,44,99,Government Exam,Software Engineer,95.8,Excellent,61.6,58.5
B.Tech,AI&DS,3,5.79,42,7,5,7,6,61,88,3,0,1,1,73,62,34,26,71,96,32,1,77,68,Government Exam,Software Engineer,75.3,Good,50.6,48.1
Law,Corporate,2,6.22,74,2,3,6,2,99,91,3,5,4,5,43,41,69,59,85,59,55,2,45,77,Government Exam,ML Engineer,86.0,Excellent,78.1,74.2
BBA,Finance,3,8.9,52,1,5,6,9,95,57,0,5,5,0,29,90,96,77,81,81,31,1,65,48,Placement,Business Analyst,100.0,Excellent,74.3,70.6
B.Tech,ECE,3,8.29,73,5,2,8,6,91,76,1,5,5,9,96,33,74,81,82,68,62,2,58,89,Placement,ML Engineer,100.0,Excellent,87.1,82.7
B.Tech,ECE,4,7.95,63,3,4,5,4,57,70,1,4,5,7,44,28,32,93,70,100,63,2,54,45,Higher Studies,ML Engineer,100.0,Excellent,73.0,69.4
BBA,Finance,2,6.22,40,7,0,8,3,80,79,0,7,0,4,88,25,60,73,83,42,67,0,48,65,Entrepreneurship,Data Analyst,100.0,Excellent,68.7,65.3
Law,Corporate,3,9.1,51,2,0,4,4,75,63,2,5,5,6,59,22,53,28,75,31,49,0,52,88,Placement,Business Analyst,97.6,Excellent,55.6,52.8
B.Tech,CSE,2,9.63,47,3,1,7,10,78,50,1,3,0,6,52,35,58,70,30,95,39,1,74,75,Higher Studies,ML Engineer,93.6,Excellent,63.1,59.9
Law,Criminal,3,5.68,58,6,0,8,3,53,94,0,1,5,9,24,8,84,29,54,95,62,2,86,59,Higher Studies,Data Analyst,93.4,Excellent,66.9,63.6
BCA,General,4,5.84,48,8,2,5,11,99,73,2,0,4,5,75,84,62,68,30,44,74,1,73,80,Higher Studies,Software Engineer,78.4,Good,54.1,51.4
Law,Corporate,2,9.3,67,6,0,7,2,77,55,1,3,1,4,3,41,80,49,52,88,89,0,73,64,Placement,Software Engineer,100.0,Excellent,57.3,54.4
B.Com,General,3,9.01,53,2,1,7,3,74,55,3,5,5,1,91,99,59,28,85,47,95,1,68,47,Placement,Software Engineer,92.1,Excellent,68.7,65.3
B.Com,Hons,4,8.16,99,2,0,7,3,89,54,1,7,2,2,83,66,90,65,20,98,90,0,78,86,Higher Studies,Data Analyst,100.0,Excellent,76.8,73.0
Law,Criminal,3,9.56,66,4,4,7,6,81,84,1,6,2,2,73,6,89,45,52,59,80,2,66,79,Entrepreneurship,Business Analyst,100.0,Excellent,84.7,80.5
B.Com,General,2,8.28,57,3,5,7,2,85,93,0,7,5,4,30,22,64,83,96,34,41,2,85,66,Higher Studies,Software Engineer,100.0,Excellent,86.3,82.0
BCA,General,3,6.43,81,6,3,5,11,60,64,1,1,1,1,18,31,36,53,46,69,38,2,84,60,Entrepreneurship,Data Analyst,80.1,Good,57.4,54.5
BBA,Marketing,2,8.63,80,7,3,4,9,86,84,1,7,3,0,1,22,35,46,84,50,40,2,51,50,Government Exam,ML Engineer,100.0,Excellent,71.8,68.2
B.Com,General,2,8.28,45,6,5,6,3,59,97,2,1,4,3,3,15,44,46,64,93,50,1,78,58,Higher Studies,Business Analyst,100.0,Excellent,52.8,50.2
B.Com,General,3,9.74,72,3,3,4,7,87,99,0,7,1,9,78,68,95,60,63,37,97,2,41,52,Higher Studies,Business Analyst,100.0,Excellent,85.5,81.2
Law,Corporate,4,6.42,76,6,4,6,6,85,90,2,7,2,2,37,12,46,37,59,35,55,0,86,97,Government Exam,Data Analyst,100.0,Excellent,63.8,60.6
BCA,General,1,8.07,81,7,2,8,3,99,57,3,0,4,2,32,9,48,69,64,97,92,1,75,86,Higher Studies,Business Analyst,96.5,Excellent,59.5,56.5
BBA,Marketing,4,8.85,64,1,1,7,11,76,92,1,0,5,9,17,58,43,62,21,87,48,0,92,44,Placement,Software Engineer,88.2,Excellent,39.0,37.0
Law,Corporate,4,6.96,52,8,4,8,2,66,84,0,7,4,5,31,1,78,60,60,81,46,0,57,65,Placement,Business Analyst,100.0,Excellent,67.7,64.3
Law,Corporate,3,7.13,93,6,1,8,7,56,54,3,0,2,8,95,79,80,95,71,59,73,2,95,46,Higher Studies,Software Engineer,67.7,Average,72.6,69.0
BCA,General,4,9.32,62,8,2,6,7,58,80,0,4,1,9,76,51,63,37,36,86,90,1,45,52,Government Exam,Software Engineer,100.0,Excellent,62.5,59.4
BBA,Marketing,4,7.24,75,6,4,5,4,84,91,1,6,3,9,79,0,50,80,69,56,30,0,69,87,Government Exam,Data Analyst,100.0,Excellent,66.2,62.9
BCA,General,1,8.19,72,5,0,7,9,58,80,0,1,4,1,32,69,77,91,60,73,87,2,60,63,Placement,Software Engineer,99.3,Excellent,70.6,67.1
BBA,Finance,4,9.32,60,1,2,8,10,85,86,0,5,5,4,33,53,96,72,24,98,70,2,95,87,Placement,ML Engineer,100.0,Excellent,86.9,82.6
BCA,General,1,6.4,73,4,3,4,4,79,57,2,2,4,1,50,18,87,99,71,40,53,1,61,63,Government Exam,Software Engineer,84.2,Good,65.3,62.0
Law,Corporate,3,9.72,95,2,4,7,10,80,55,0,3,4,5,62,96,50,72,67,72,72,1,96,73,Entrepreneurship,Software Engineer,100.0,Excellent,68.5,65.1
Law,Criminal,1,8.52,75,7,2,5,9,68,72,0,0,5,0,77,27,56,32,32,64,38,2,50,78,Entrepreneurship,Data Analyst,100.0,Excellent,54.9,52.2
B.Tech,CSE,2,7.63,56,6,2,7,6,90,65,2,1,5,0,46,4,100,45,74,40,95,1,78,43,Higher Studies,Business Analyst,95.6,Excellent,61.2,58.1
B.Com,Hons,2,7.35,49,7,4,8,7,72,93,1,6,5,8,65,75,58,75,53,83,61,1,79,59,Higher Studies,Software Engineer,100.0,Excellent,74.9,71.2
BCA,General,1,9.6,62,4,3,4,2,69,98,3,5,1,9,12,29,38,80,74,79,70,2,81,52,Entrepreneurship,Business Analyst,100.0,Excellent,76.5,72.7
B.Tech,IT,2,6.38,83,4,5,8,6,55,57,2,3,4,4,51,80,73,69,63,90,40,1,46,96,Entrepreneurship,Data Analyst,86.0,Excellent,67.5,64.1
B.Com,General,3,6.84,98,1,3,5,11,92,53,1,2,5,8,92,18,57,40,60,34,94,1,46,94,Higher Studies,ML Engineer,80.4,Good,59.5,56.5
BCA,General,2,6.82,41,7,2,6,11,73,81,1,3,2,7,51,41,67,27,21,55,47,2,70,99,Higher Studies,Software Engineer,91.2,Excellent,66.5,63.2
BBA,Finance,1,6.74,74,2,1,4,8,96,98,3,7,2,8,42,24,44,89,95,62,37,2,95,92,Entrepreneurship,Business Analyst,76.7,Good,90.0,85.5
B.Com,Hons,3,7.51,53,5,5,5,2,71,52,1,2,5,8,97,34,44,83,75,52,56,0,45,69,Government Exam,ML Engineer,100.0,Excellent,52.2,49.6
Law,Corporate,2,9.75,96,4,5,5,11,55,99,2,5,0,7,60,8,59,69,32,87,38,2,65,76,Government Exam,Data Analyst,100.0,Excellent,76.3,72.5
B.Tech,CSE,3,9.32,86,5,2,8,10,73,65,1,0,4,2,80,95,61,21,67,100,31,0,75,62,Government Exam,ML Engineer,100.0,Excellent,45.5,43.2
B.Com,General,1,6.91,84,2,4,8,8,91,83,3,4,3,6,2,38,69,91,59,38,75,1,48,83,Higher Studies,Data Analyst,80.1,Good,66.1,62.8
B.Com,Hons,2,7.32,80,2,4,8,5,71,62,3,2,0,3,93,55,31,89,79,45,99,2,95,52,Higher Studies,ML Engineer,73.0,Good,72.3,68.7
Law,Corporate,3,8.38,41,8,4,6,5,67,82,2,0,4,7,67,37,51,25,56,73,34,1,75,80,Entrepreneurship,Software Engineer,100.0,Excellent,50.5,48.0
BCA,General,3,5.57,58,1,3,7,11,65,71,2,3,4,6,94,14,55,41,40,57,41,2,42,87,Entrepreneurship,Software Engineer,59.4,Average,66.0,62.7
BBA,HR,2,9.03,55,7,0,7,8,85,80,1,5,5,8,58,45,69,65,37,52,73,2,100,77,Placement,Software Engineer,100.0,Excellent,80.7,76.7
Law,Criminal,3,9.28,82,3,4,8,7,62,73,3,6,1,7,53,36,37,80,96,41,71,2,96,97,Government Exam,Data Analyst,98.6,Excellent,86.6,82.3
BBA,Marketing,3,9.19,83,7,4,8,4,86,52,3,3,1,2,68,89,65,54,74,71,59,0,83,94,Government Exam,ML Engineer,100.0,Excellent,61.9,58.8
BCA,General,1,7.11,64,6,5,6,10,73,82,1,3,2,4,1,59,55,81,99,38,81,2,70,84,Higher Studies,Data Analyst,100.0,Excellent,74.6,70.9
B.Com,General,1,7.49,40,1,1,7,7,68,79,3,5,0,2,67,61,36,88,82,87,76,2,92,53,Higher Studies,Software Engineer,65.5,Average,82.8,78.7
BBA,Finance,1,5.55,41,7,1,6,3,99,75,2,5,0,8,43,30,30,76,79,48,65,0,69,75,Higher Studies,ML Engineer,86.0,Excellent,59.3,56.3
B.Tech,ECE,1,7.22,87,5,2,5,11,69,83,2,4,5,0,37,29,61,44,65,65,99,2,70,96,Higher Studies,Data Analyst,88.9,Excellent,77.6,73.7
B.Tech,IT,1,7.48,66,8,2,7,3,76,71,1,1,0,6,59,65,38,92,35,95,61,0,82,95,Government Exam,ML Engineer,100.0,Excellent,53.3,50.6
Law,Corporate,1,9.4,41,7,2,8,2,66,79,1,2,5,8,26,6,88,44,63,86,73,1,82,80,Entrepreneurship,Software Engineer,100.0,Excellent,66.7,63.4
BCA,General,2,9.34,97,1,4,4,6,65,84,1,6,2,2,90,29,73,52,31,86,45,0,79,44,Higher Studies,Business Analyst,100.0,Excellent,63.6,60.4
Law,Criminal,1,9.65,69,2,1,5,11,50,74,2,5,3,6,14,32,94,27,83,54,100,1,69,50,Placement,ML Engineer,90.2,Excellent,71.0,67.4
Law,Criminal,3,9.31,90,8,2,4,7,70,77,2,1,3,6,38,37,50,32,47,42,46,2,48,55,Higher Studies,Software Engineer,100.0,Excellent,52.7,50.1
Law,Corporate,2,5.54,49,4,1,6,4,76,82,3,3,5,1,37,83,49,80,74,88,61,0,45,51,Placement,Business Analyst,69.0,Average,53.9,51.2
B.Tech,IT,3,8.26,58,8,4,6,5,50,72,2,6,3,4,53,18,78,27,47,42,43,1,64,56,Entrepreneurship,Software Engineer,100.0,Excellent,65.7,62.4
B.Tech,AI&DS,1,5.79,81,8,5,6,6,79,75,1,4,5,9,62,8,62,46,57,56,55,1,69,70,Placement,ML Engineer,100.0,Excellent,64.4,61.2
Law,Corporate,1,6.67,55,6,4,8,5,69,58,0,7,0,6,57,85,47,73,74,69,42,0,65,47,Entrepreneurship,Data Analyst,100.0,Excellent,64.8,61.6
B.Tech,IT,3,7.99,52,6,2,6,10,73,57,0,7,4,1,61,31,70,22,33,81,41,2,42,51,Higher Studies,ML Engineer,100.0,Excellent,74.3,70.6
BCA,General,3,8.51,87,3,4,4,4,95,86,0,0,0,9,77,29,46,52,50,46,74,1,61,47,Higher Studies,ML Engineer,100.0,Excellent,47.9,45.5
Law,Corporate,3,8.31,89,2,4,5,6,51,82,0,4,5,9,17,5,42,47,82,80,45,0,81,52,Placement,Data Analyst,100.0,Excellent,54.4,51.7
B.Tech,CSE,4,5.71,95,6,1,8,8,64,64,0,5,4,1,28,60,72,71,65,31,81,1,84,94,Entrepreneurship,Software Engineer,94.6,Excellent,73.9,70.2
BBA,Marketing,4,5.95,47,8,0,5,8,78,98,2,1,1,5,70,80,94,48,95,41,50,1,48,62,Higher Studies,Data Analyst,75.8,Good,60.2,57.2
Law,Criminal,4,6.05,95,6,3,6,7,84,96,1,3,5,1,56,36,52,80,94,57,53,0,89,44,Placement,Business Analyst,100.0,Excellent,58.0,55.1
Law,Corporate,4,5.89,89,4,2,7,10,62,57,1,6,5,9,23,78,69,92,23,54,72,0,74,47,Placement,Software Engineer,83.9,Good,61.7,58.6
BCA,General,2,6.27,70,5,0,8,8,68,70,3,6,2,0,37,70,63,80,39,60,34,2,46,42,Entrepreneurship,Software Engineer,68.4,Average,72.8,69.2
B.Com,Hons,1,8.46,84,5,5,6,5,50,52,1,7,3,2,5,77,65,41,91,56,62,2,76,82,Higher Studies,ML Engineer,100.0,Excellent,84.2,80.0
B.Com,General,3,9.07,64,5,2,8,11,94,58,3,6,0,0,19,19,79,91,43,88,60,1,87,44,Entrepreneurship,Business Analyst,91.1,Excellent,75.9,72.1
BCA,General,1,7.26,98,1,0,7,10,96,63,1,2,0,5,41,29,59,76,57,30,38,2,48,87,Placement,Business Analyst,70.8,Good,64.4,61.2
BCA,General,3,8.48,78,5,4,4,7,65,87,3,4,1,3,99,17,69,64,92,64,64,1,66,81,Placement,ML Engineer,96.5,Excellent,74.6,70.9
BCA,General,1,6.36,99,5,2,4,2,92,76,3,1,4,1,73,62,41,100,43,30,37,0,67,81,Placement,Data Analyst,83.0,Good,46.5,44.2
B.Com,General,2,9.69,60,1,0,4,10,52,69,1,1,3,6,21,60,30,49,88,38,46,0,100,64,Entrepreneurship,ML Engineer,85.2,Excellent,44.4,42.2
BCA,General,4,7.0,94,8,3,7,8,89,53,0,7,2,6,32,56,45,98,67,62,49,2,84,71,Entrepreneurship,ML Engineer,100.0,Excellent,85.2,80.9
B.Tech,CSE,1,9.14,95,8,4,5,7,55,73,1,0,4,7,86,21,79,33,64,73,51,1,83,55,Government Exam,Software Engineer,100.0,Excellent,56.6,53.8
Law,Corporate,3,9.57,96,8,2,7,7,80,76,1,2,4,6,45,88,72,99,96,82,83,2,72,50,Higher Studies,ML Engineer,100.0,Excellent,78.3,74.4
Law,Corporate,1,9.22,89,4,5,7,5,54,61,0,7,5,0,53,87,89,67,40,76,100,1,95,63,Higher Studies,Business Analyst,100.0,Excellent,83.6,79.4
BBA,HR,2,5.79,77,2,5,6,5,75,77,1,7,3,2,41,94,34,37,92,75,97,1,98,80,Government Exam,Software Engineer,97.0,Excellent,78.7,74.8
BBA,HR,2,8.3,80,6,2,4,4,77,84,3,6,2,0,50,48,50,51,85,47,60,0,93,63,Placement,Business Analyst,100.0,Excellent,64.6,61.4
Law,Corporate,1,6.02,68,3,0,8,9,64,73,0,1,3,1,67,17,94,57,72,45,42,0,100,93,Government Exam,Business Analyst,74.1,Good,58.8,55.9
