student_id,degree,branch,year,specialization_track,target_role,sector,goal,cgpa,attendance,backlogs,study_hours,self_learning_hours,sleep_hours,screen_time,assignment_score,internal_marks,programming_score,dsa_score,sql_score,math_foundation_score,ai_tool_fluency_score,aptitude_score,communication_score,english_proficiency_score,projects_count,hackathons_count,certifications_count,internships_count,open_source_contributions,research_publications_count,cloud_deployment_score,github_activity_score,linkedin_activity_score,portfolio_website_score,interview_practice_score,resume_score,ats_score,academic_score,academic_category,employability_score,placement_probability
3555,MCA,Information Technology,3,NLP,AI Trainer RLHF Specialist,GenAI Startups,Entrepreneurship/Startup,6.85,74.5,0,3.3,1.7,5.2,5.0,86.2,63.5,17.8,40.6,47.8,67.7,32.7,60.0,67.8,68.7,1,1,1,1,0,0,22.7,14.8,39.1,33.8,40.1,21.2,50.6,73.0,Good,47.9,0.3945
3556,BCA,AI & Data Science,2,Generative AI,MLOps Engineer,AI/ML Product Companies,Job Placement,7.55,73.7,0,4.1,1.1,5.4,4.0,69.6,75.0,34.0,48.3,54.1,69.2,59.8,62.0,89.1,72.4,3,1,3,1,0,1,36.3,38.3,40.4,27.2,28.5,36.1,34.7,74.5,Good,46.7,0.6612
3557,B.Tech/B.E.,Agricultural Engineering,1,Robotics,Data Analyst,Analytics/Data Services,Job Placement,8.38,76.9,0,3.4,0.7,6.1,2.8,71.9,85.8,50.4,51.3,49.0,50.8,37.4,56.6,53.6,65.3,0,1,2,0,1,0,55.6,35.4,37.3,30.7,45.9,35.8,56.4,88.6,Excellent,51.9,0.6412
3558,B.Tech/B.E.,Mechanical Engineering,2,Data Engineering,Data Analyst,HealthTech,Freelance/Remote Work,6.67,77.2,1,4.5,2.7,5.2,5.9,67.4,71.5,67.5,47.4,51.7,33.7,53.9,46.6,43.3,54.5,4,1,3,1,1,0,42.6,42.1,45.3,49.0,38.3,42.3,57.0,75.6,Good,44.5,0.3431
3559,PhD,Information Technology,4,Robotics,Software Engineer Full Stack,Core Product Engineering,Job Placement,7.57,83.0,0,5.4,2.0,7.0,4.8,78.6,89.3,83.5,80.5,70.2,51.8,34.2,60.6,71.4,76.2,2,1,2,1,4,0,52.1,60.0,38.9,43.9,50.9,42.0,61.0,75.4,Good,47.2,0.1628
3560,MCA,Computer Science,1,MLOps,Data Analyst,Consulting,Freelance/Remote Work,8.26,79.4,0,4.9,2.5,7.7,4.2,92.6,77.7,80.1,67.7,75.9,75.8,66.8,87.2,41.6,78.3,4,2,1,2,5,1,46.7,62.4,54.0,22.5,65.0,41.9,55.9,79.8,Good,60.4,0.8137
3561,MCA,Computer Science,2,Generative AI,Conversational AI Engineer,GenAI Startups,Entrepreneurship/Startup,6.39,68.7,0,4.7,2.5,4.4,5.3,69.5,66.4,53.3,43.6,46.7,57.0,58.2,41.7,75.9,67.0,2,2,3,1,0,0,39.7,59.3,68.2,25.8,38.7,38.7,42.5,64.8,Average,38.2,0.443
3562,B.Tech/B.E.,Electronics & Communication,2,Applied Research,AI Solutions Architect,AI/ML Product Companies,Job Placement,8.35,82.5,0,5.2,2.3,7.1,3.6,82.6,94.0,80.6,86.7,74.9,70.2,64.6,61.0,81.4,75.5,4,1,3,1,3,0,42.5,50.7,28.3,39.7,58.1,38.6,48.5,89.0,Excellent,54.7,0.7736
3563,B.Tech/B.E.,Information Technology,4,Computer Vision,NLP Engineer,GenAI Startups,Career Switch/Upskilling,6.91,77.6,2,3.2,2.3,7.3,3.0,71.9,59.5,72.2,59.7,59.2,60.6,57.2,58.7,74.4,78.0,5,1,3,0,1,0,52.9,48.7,37.0,32.1,35.8,39.6,69.3,63.9,Average,42.9,0.5741
3564,B.Tech/B.E.,Mathematics & Computing,4,Data Engineering,Data Engineer,Autonomous Systems/Robotics,Government Exams,5.41,63.6,2,3.4,4.8,6.9,5.7,55.9,67.5,86.6,65.9,73.7,27.7,38.8,61.0,34.8,51.1,5,0,2,2,4,0,75.4,61.7,48.4,20.7,47.1,45.6,72.0,56.7,At-Risk,44.3,0.4834
3565,B.Tech/B.E.,Environmental Engineering,1,Generative AI,Software Engineer Full Stack,Core Product Engineering,Job Placement,7.2,73.4,1,4.1,3.8,6.3,5.5,73.7,74.3,77.3,33.2,58.6,56.9,68.9,54.7,83.2,74.1,7,3,3,0,0,2,58.8,48.9,59.6,38.0,52.4,41.1,59.9,72.7,Good,46.8,0.2444
3566,MCA,AI & Data Science,3,Computer Vision,Applied Scientist,AI/ML Product Companies,Job Placement,7.62,83.0,0,5.8,3.3,6.2,6.4,83.7,80.8,57.8,41.3,48.5,85.4,67.5,69.5,70.9,78.0,2,4,4,1,0,5,36.0,51.1,60.3,33.4,63.2,43.3,61.3,88.8,Excellent,49.1,0.6755
3567,BS (Data Science & AI),Design,1,NLP,Software Engineer Backend,Core Product Engineering,Government Exams,7.46,77.9,1,5.3,3.4,6.0,5.1,82.7,65.6,55.1,44.4,47.9,56.7,42.5,53.2,60.2,56.5,1,3,2,0,1,1,34.7,40.8,46.0,28.0,52.8,28.2,41.8,73.9,Good,38.8,0.0821
3568,PhD,Information Technology,3,NLP,Data Analyst,Analytics/Data Services,Higher Studies/Research,6.48,81.6,1,6.2,4.2,6.9,6.3,67.0,60.2,87.8,83.6,82.2,62.0,89.7,53.8,67.0,63.7,8,5,3,3,4,0,54.4,87.5,60.4,75.0,75.0,72.7,93.9,69.2,Average,69.3,0.8558
3569,BCA,Information Technology,1,MLOps,Analytics Engineer,FinTech,Career Switch/Upskilling,6.29,68.1,4,1.1,1.8,7.0,6.9,59.0,56.3,58.8,46.5,58.2,50.8,48.0,62.2,66.3,64.7,0,1,3,0,1,1,31.5,57.4,36.2,13.7,37.2,29.5,41.6,47.6,At-Risk,30.1,0.3666
3570,MCA,Mathematics & Computing,4,MLOps,Data Engineer,Analytics/Data Services,Career Switch/Upskilling,7.61,100.0,2,4.2,5.9,6.6,5.3,86.1,88.2,61.9,62.9,48.1,69.4,65.8,70.3,54.0,77.4,5,3,3,1,1,1,40.1,67.2,48.3,44.9,61.8,38.0,43.0,80.1,Good,54.5,0.5601
3571,B.Tech/B.E.,Food Technology,3,Applied Research,Data Analyst,Core Product Engineering,Government Exams,7.7,76.7,0,4.1,2.0,6.2,4.0,73.6,79.0,56.6,64.2,71.4,72.1,50.3,80.6,100.0,82.5,6,1,3,0,1,0,51.5,45.2,45.3,45.2,34.1,42.7,42.1,77.1,Good,51.3,0.5388
3572,B.Tech/B.E.,Electronics & Communication,1,Classical ML,Generative AI Engineer,Freelance/Remote-Global,Career Switch/Upskilling,8.15,75.4,0,2.9,4.8,5.8,5.5,82.5,83.9,59.0,48.1,63.0,79.0,57.3,72.9,35.1,41.2,5,0,2,2,0,2,47.6,45.2,46.9,22.7,29.8,44.2,50.4,76.4,Good,42.1,0.3267
3573,BCA,Information Technology,4,Classical ML,AI Trainer RLHF Specialist,GenAI Startups,Career Switch/Upskilling,6.26,73.8,1,1.3,0.8,6.8,5.2,70.0,67.1,60.7,58.6,51.9,58.8,30.3,54.9,48.3,59.7,3,0,2,0,1,0,52.1,51.6,43.2,25.7,39.0,38.0,36.3,66.0,Average,47.6,0.4701
3574,BCA,Mathematics & Computing,1,NLP,Conversational AI Engineer,GenAI Startups,Freelance/Remote Work,7.2,90.6,1,5.7,5.2,7.3,3.7,74.5,80.3,52.3,50.9,54.0,49.1,54.9,61.6,52.4,48.6,4,4,3,2,0,1,54.4,47.8,44.1,43.8,59.9,45.1,67.7,75.3,Good,50.0,0.6725
3575,B.Tech/B.E.,Metallurgical Engineering,2,MLOps,Data Analyst,AI/ML Product Companies,Government Exams,7.72,71.0,0,3.1,2.5,6.8,4.0,84.5,67.9,73.4,66.1,67.0,69.4,55.9,80.0,53.1,62.4,2,0,2,0,0,1,44.9,55.5,28.7,28.9,40.3,34.4,28.2,73.9,Good,49.8,0.6675
3576,MCA,Robotics,4,Robotics,Robotics Engineer,Research Labs/Academia,Freelance/Remote Work,6.74,68.8,2,5.1,3.4,7.4,5.6,64.9,67.6,66.8,74.6,62.8,57.7,44.2,60.5,55.3,72.7,6,2,1,1,4,0,72.0,71.7,49.2,48.1,58.1,38.8,64.3,55.9,Average,47.5,0.5005
3577,BS (Data Science & AI),Commerce,1,NLP,Reinforcement Learning Engineer,Research Labs/Academia,Job Placement,6.19,68.4,1,3.3,1.6,5.9,5.1,68.4,69.4,84.0,78.0,72.7,41.4,51.9,63.6,54.9,70.8,3,1,0,3,0,0,56.6,64.8,48.2,36.2,42.8,44.1,69.2,64.1,Average,47.0,0.3057
3578,MCA,AI & Data Science,4,MLOps,Conversational AI Engineer,AI/ML Product Companies,Career Switch/Upskilling,7.96,87.5,0,7.5,3.6,7.4,4.3,72.1,85.6,46.9,35.2,52.1,74.0,73.3,52.2,61.7,80.6,3,5,2,0,0,2,44.7,54.0,50.2,27.8,47.6,24.7,9.1,89.0,Excellent,43.0,0.3951
3579,BS (Data Science & AI),Robotics,3,Data Engineering,MLOps Engineer,Research Labs/Academia,Career Switch/Upskilling,8.44,87.1,0,4.9,1.4,7.7,5.5,90.3,89.3,51.6,55.3,56.8,63.3,48.6,73.7,56.5,49.8,4,1,1,1,0,1,20.5,55.6,36.5,31.8,44.9,33.2,37.6,87.1,Excellent,49.4,0.6055
3580,BCA,Robotics,2,NLP,Robotics Engineer,Core Product Engineering,Government Exams,6.49,76.5,2,5.8,1.5,5.6,5.8,63.6,61.9,34.9,46.6,49.0,46.1,43.4,39.0,46.3,61.4,2,0,2,0,0,1,35.4,49.8,40.7,24.1,55.9,26.6,44.9,54.1,At-Risk,33.7,0.0502
3581,B.Tech/B.E.,Aerospace Engineering,4,Generative AI,Cloud DevOps Engineer,Core Product Engineering,Government Exams,6.41,73.9,1,3.6,4.3,5.8,5.1,68.5,65.3,82.0,60.8,76.2,40.1,82.1,65.1,66.8,76.7,6,1,2,1,2,1,78.2,47.8,59.2,61.1,66.1,55.7,54.2,63.9,Average,56.2,0.5427
3582,MSc,Electrical Engineering,4,Classical ML,Robotics Engineer,Core Product Engineering,Career Switch/Upskilling,7.73,84.4,1,2.9,2.0,6.4,4.8,71.8,65.5,69.9,74.8,57.9,70.2,46.3,74.5,42.3,67.7,3,1,1,0,1,0,22.6,43.5,44.1,34.4,36.2,41.8,63.5,81.6,Excellent,50.2,0.449
3583,M.Tech/M.E.,Economics,3,Applied Research,AI Research Scientist,GenAI Startups,Career Switch/Upskilling,8.47,74.2,0,3.2,1.9,5.6,7.1,94.1,73.8,42.8,42.0,44.3,69.6,22.9,74.8,66.6,77.4,2,0,0,1,0,3,36.9,33.7,57.1,23.9,35.3,27.2,34.4,82.4,Good,44.9,0.7178
3584,B.Tech/B.E.,Mathematics & Computing,4,NLP,MLOps Engineer,AI/ML Product Companies,Job Placement,7.88,95.6,0,7.0,2.2,8.2,4.4,85.3,80.9,67.4,50.5,55.2,91.9,50.7,79.5,69.0,67.3,4,2,2,0,0,1,62.6,42.0,46.4,45.1,60.6,35.0,48.1,80.4,Excellent,49.7,0.6305
3585,B.Tech/B.E.,Civil Engineering,2,Classical ML,Cloud DevOps Engineer,AI/ML Product Companies,Higher Studies/Research,6.67,71.1,1,3.3,2.7,5.0,5.7,65.8,65.2,37.5,49.4,41.0,55.2,44.4,58.2,47.0,59.7,1,0,1,3,3,1,53.8,42.4,38.9,49.2,51.7,38.8,37.8,71.7,Good,42.7,0.315
3586,MSc,Statistics,2,Generative AI,Prompt Engineer,Research Labs/Academia,Entrepreneurship/Startup,6.19,92.4,0,5.6,2.2,6.9,4.2,76.1,73.1,74.9,52.3,68.2,30.8,46.3,49.1,59.4,64.4,3,0,3,1,0,0,45.2,38.8,41.7,48.0,64.0,44.8,67.8,74.9,Good,53.3,0.7236
3587,BS (Data Science & AI),Computer Science,3,Robotics,Data Engineer,Core Product Engineering,Entrepreneurship/Startup,6.5,82.9,1,4.4,4.0,5.3,2.6,66.9,68.3,50.4,45.4,61.7,42.5,49.5,60.5,77.8,68.0,5,2,2,3,1,0,40.2,54.5,65.1,37.0,50.7,47.4,45.2,65.2,Average,46.2,0.3206
3588,BCA,Computer Science,3,Computer Vision,Data Engineer,Freelance/Remote-Global,Entrepreneurship/Startup,8.19,75.1,0,3.6,2.6,7.6,4.8,69.7,73.2,80.0,87.5,71.2,61.9,34.2,69.8,56.8,66.3,5,0,2,0,3,0,55.8,71.5,41.3,51.2,41.6,39.7,65.2,87.4,Excellent,45.7,0.5831
3589,BS (Data Science & AI),Physics,4,NLP,Computer Vision Engineer,HealthTech,Career Switch/Upskilling,6.69,66.0,3,1.8,0.0,5.5,8.1,71.8,68.8,27.8,33.1,37.4,73.4,16.6,60.8,30.6,43.2,1,0,0,0,0,0,36.1,37.4,29.2,19.9,12.4,15.5,47.5,61.4,Average,28.4,0.0982
3590,B.Tech/B.E.,Physics,2,Robotics,Data Analyst,Analytics/Data Services,Government Exams,8.31,94.3,0,7.6,2.7,7.8,2.6,86.2,84.2,100.0,81.1,71.6,84.5,75.7,61.5,42.6,51.7,5,2,5,1,3,1,60.0,64.3,44.9,48.4,67.9,55.2,87.0,81.5,Good,61.5,0.7749
3591,MSc,Agricultural Engineering,1,Data Engineering,Computer Vision Engineer,Research Labs/Academia,Freelance/Remote Work,7.22,69.7,1,5.4,3.0,6.2,7.3,75.6,84.8,55.2,62.9,57.6,44.7,44.6,58.0,80.9,79.5,3,1,3,0,0,0,36.9,56.8,59.9,27.5,29.0,37.1,52.2,63.8,Average,52.5,0.4781
3592,B.Tech/B.E.,Robotics,3,MLOps,AI Research Scientist,Research Labs/Academia,Freelance/Remote Work,6.57,61.3,2,1.7,2.8,6.0,6.6,66.0,57.3,68.4,57.0,46.1,53.0,42.9,55.0,45.7,62.0,1,0,1,0,1,0,46.7,39.3,33.0,38.0,32.4,24.7,51.5,53.9,At-Risk,38.2,0.1808
3593,BS (Data Science & AI),Electronics & Instrumentation,1,Data Engineering,Computer Vision Engineer,AI/ML Product Companies,Higher Studies/Research,6.63,83.5,2,5.4,1.6,6.6,3.3,65.4,71.8,67.7,75.0,59.4,37.2,36.9,59.6,49.5,68.0,4,0,2,1,3,0,53.0,69.3,53.2,32.5,49.8,46.4,76.6,70.6,Good,48.2,0.6538
3594,M.Tech/M.E.,Information Technology,2,Robotics,NLP Engineer,GenAI Startups,Career Switch/Upskilling,5.73,68.0,3,4.4,3.0,6.0,4.6,62.5,66.1,62.1,51.4,46.6,52.1,72.1,50.9,53.8,58.4,3,3,2,2,1,1,60.3,58.1,57.5,52.8,35.9,45.1,40.9,66.5,Average,40.9,0.6361
3595,M.Tech/M.E.,Statistics,3,Applied Research,Analytics Engineer,GenAI Startups,Freelance/Remote Work,6.58,66.2,0,2.7,1.1,6.6,5.5,63.4,53.6,47.1,42.3,70.3,47.0,43.6,50.2,53.1,71.9,0,1,4,1,1,0,28.4,40.2,35.4,38.4,35.1,32.2,71.5,65.4,Average,36.8,0.4726
3596,B.Tech/B.E.,Pharmacy,2,Applied Research,Data Engineer,Analytics/Data Services,Job Placement,7.16,73.2,0,3.7,1.7,7.1,5.5,86.0,58.8,72.7,71.4,54.6,65.7,68.8,72.5,41.1,63.3,6,2,2,1,2,1,43.9,43.8,39.3,34.6,39.6,42.2,71.1,69.9,Good,49.8,0.6333
3597,B.Tech/B.E.,Mathematics & Computing,2,Applied Research,Data Engineer,Core Product Engineering,Higher Studies/Research,6.68,83.7,2,4.5,1.2,5.6,6.2,74.6,68.1,80.6,60.2,65.8,76.4,79.0,61.5,66.8,74.4,6,1,2,1,1,0,56.2,57.9,46.5,52.2,53.3,46.8,79.5,71.3,Average,55.3,0.5042
3598,BCA,Computer Science,1,Computer Vision,AI Ethics Specialist,Research Labs/Academia,Job Placement,7.12,83.7,1,4.1,1.8,6.2,4.6,70.3,59.9,64.4,55.7,57.3,51.6,49.4,46.8,51.9,56.6,5,2,3,1,0,0,56.3,60.1,48.3,35.4,50.6,43.3,66.7,73.3,Good,47.8,0.23
3599,B.Tech/B.E.,Design,1,Robotics,Conversational AI Engineer,GenAI Startups,Freelance/Remote Work,6.64,75.8,2,1.9,0.7,5.9,6.3,65.9,72.5,63.3,64.4,55.5,60.8,61.6,67.6,80.7,70.0,3,0,2,0,0,1,48.1,37.0,36.7,36.7,35.5,36.4,46.8,72.1,Good,39.2,0.6385
3600,B.Tech/B.E.,Commerce,3,Robotics,Robotics Engineer,Autonomous Systems/Robotics,Higher Studies/Research,6.04,86.6,0,3.8,0.3,6.7,4.1,64.9,70.5,55.0,67.1,61.4,52.7,49.3,41.5,58.0,50.7,2,0,1,2,3,0,48.3,42.9,39.1,46.7,53.5,36.8,53.1,71.1,Average,46.0,0.3442
3601,MSc,Electronics & Instrumentation,1,NLP,AI Research Scientist,GenAI Startups,Career Switch/Upskilling,7.56,91.6,2,4.3,2.6,6.8,4.0,69.2,79.2,60.3,74.8,53.0,58.7,51.9,46.9,70.7,68.9,4,2,2,1,2,0,69.2,33.5,42.4,27.9,53.8,41.2,74.4,69.2,Average,46.2,0.3692
3602,MCA,Mathematics & Computing,1,NLP,Generative AI Engineer,GenAI Startups,Freelance/Remote Work,7.24,76.5,1,2.2,0.0,6.2,7.5,76.4,72.4,43.3,58.4,47.9,53.6,32.8,60.7,65.5,57.2,0,0,0,1,1,0,50.9,34.3,29.6,37.2,21.6,28.3,28.9,78.6,Good,37.9,0.678
3603,BS (Data Science & AI),Robotics,2,NLP,Data Scientist,AI/ML Product Companies,Job Placement,6.46,82.0,1,5.3,1.3,6.4,3.7,76.3,78.2,59.8,64.1,72.1,66.8,36.1,57.1,58.3,67.6,4,0,3,1,1,2,51.0,46.3,34.1,41.0,41.1,33.9,46.9,74.3,Good,43.1,0.6044
3604,B.Tech/B.E.,Commerce,1,Computer Vision,Data Scientist,AI/ML Product Companies,Entrepreneurship/Startup,6.14,49.8,3,2.8,0.0,6.5,6.4,63.9,59.7,61.7,25.1,43.1,42.6,17.9,54.2,23.9,44.4,2,0,1,0,2,0,41.0,29.0,28.7,25.9,28.9,17.1,32.5,50.8,At-Risk,26.5,0.2233
3605,MCA,Statistics,4,Robotics,Software Engineer Backend,Core Product Engineering,Career Switch/Upskilling,6.39,75.9,4,3.2,4.1,6.6,4.7,69.2,60.5,100.0,87.2,68.2,52.3,55.5,50.1,50.0,69.2,4,1,2,2,5,1,48.7,99.6,56.2,33.4,46.1,57.0,98.4,57.8,Average,58.2,0.776
3606,B.Tech/B.E.,Information Technology,2,Computer Vision,Computer Vision Engineer,Autonomous Systems/Robotics,Entrepreneurship/Startup,5.61,86.0,1,5.4,2.5,6.1,4.2,69.2,62.3,70.8,54.5,53.9,48.1,76.2,52.8,33.8,51.1,5,2,2,1,2,0,51.5,52.1,38.1,35.0,56.6,40.4,72.3,72.1,Good,46.9,0.4293
3607,B.Tech/B.E.,Computer Science,1,Robotics,Analytics Engineer,Government/PSU,Freelance/Remote Work,7.42,82.5,0,6.5,3.7,6.6,4.1,67.5,70.8,52.2,38.3,35.2,67.2,56.3,75.1,58.3,67.9,3,2,3,2,1,1,39.3,48.1,58.8,37.4,65.2,43.5,29.9,81.5,Good,42.3,0.3114
3608,MSc,Electronics & Instrumentation,2,Computer Vision,MLOps Engineer,AI/ML Product Companies,Career Switch/Upskilling,6.08,79.0,1,6.4,5.3,7.0,5.3,72.7,76.4,84.2,66.0,62.9,56.8,57.0,52.1,38.5,52.8,6,2,3,3,5,1,54.4,78.9,48.9,42.0,62.8,52.0,37.3,66.2,Average,51.6,0.6099
3609,M.Tech/M.E.,Textile Engineering,1,Classical ML,AI Product Manager,AI/ML Product Companies,Government Exams,6.1,61.6,2,2.4,2.9,5.2,6.4,66.7,56.1,60.5,40.3,55.7,54.2,43.8,49.9,69.8,65.1,1,0,2,1,0,0,39.6,40.8,52.3,40.4,39.4,37.6,63.8,56.9,At-Risk,42.3,0.5097
3610,MCA,Information Technology,3,Applied Research,Cloud DevOps Engineer,GenAI Startups,Job Placement,6.04,74.1,2,7.2,4.7,6.9,4.0,69.1,64.4,81.3,50.8,71.7,33.2,61.3,52.2,66.6,65.7,4,4,3,2,3,0,56.8,84.4,69.1,52.2,65.1,54.3,80.0,46.2,At-Risk,49.6,0.4798
3611,BS (Data Science & AI),AI & Data Science,3,Robotics,Applied Scientist,AI/ML Product Companies,Career Switch/Upskilling,8.69,87.4,0,4.8,4.0,7.8,5.9,90.6,81.5,57.5,63.8,59.3,70.2,65.3,66.1,92.5,88.7,3,0,5,1,1,3,44.0,50.0,60.1,23.3,45.5,44.8,37.1,89.0,Excellent,51.3,0.6553
3612,B.Tech/B.E.,Design,2,Computer Vision,Computer Vision Engineer,Autonomous Systems/Robotics,Higher Studies/Research,6.98,81.8,0,2.1,0.0,6.0,5.2,71.5,68.3,64.2,69.5,63.8,75.7,60.2,71.8,57.2,61.2,3,0,1,0,0,1,42.6,60.1,38.5,27.2,39.1,28.9,47.2,68.7,Average,40.8,0.2615
3613,BCA,Computer Science,1,MLOps,NLP Engineer,AI/ML Product Companies,Government Exams,8.06,85.3,0,2.6,4.2,5.6,5.9,81.0,83.0,65.1,60.7,62.7,54.7,51.9,79.4,92.5,84.9,2,2,4,1,1,0,23.0,53.7,61.2,40.6,52.2,40.5,64.3,82.9,Good,48.8,0.8599
3614,PhD,Metallurgical Engineering,1,Classical ML,Software Engineer Backend,Core Product Engineering,Career Switch/Upskilling,7.94,91.2,0,4.2,4.2,6.6,6.1,75.0,90.3,63.4,61.2,62.9,78.3,79.5,63.0,73.5,70.1,5,4,2,1,1,1,46.7,51.1,59.3,45.7,48.1,48.6,73.0,87.5,Excellent,62.5,0.5555
3615,B.Tech/B.E.,Design,3,Data Engineering,Reinforcement Learning Engineer,Research Labs/Academia,Job Placement,7.32,68.7,1,3.4,2.8,5.5,6.8,71.1,81.1,73.8,67.1,63.4,57.4,28.1,64.6,61.6,61.9,1,0,0,0,3,2,54.3,58.1,42.5,39.0,29.3,38.5,34.3,66.1,Average,44.9,0.2002
3616,B.Tech/B.E.,Economics,2,MLOps,NLP Engineer,Autonomous Systems/Robotics,Entrepreneurship/Startup,6.35,81.0,0,3.3,1.2,6.4,4.5,69.4,51.5,56.1,52.1,43.8,68.3,49.6,53.7,96.4,75.7,1,2,4,2,2,1,47.9,56.7,46.2,45.8,56.2,37.4,50.0,68.0,Average,50.1,0.7682
3617,M.Tech/M.E.,Mechanical Engineering,2,NLP,Data Scientist,Analytics/Data Services,Government Exams,7.55,77.8,3,5.3,3.6,7.5,3.3,68.8,68.3,55.3,57.1,48.7,56.9,60.0,44.7,80.5,65.6,4,2,2,1,1,0,49.1,34.8,52.8,24.8,41.9,38.7,73.9,80.1,Good,42.7,0.5532
3618,M.Tech/M.E.,Design,2,Robotics,Data Analyst,Consulting,Higher Studies/Research,5.23,65.7,0,2.0,4.2,6.1,3.9,54.0,54.7,80.1,55.1,76.4,20.5,52.5,42.3,56.0,68.5,5,0,0,2,3,0,63.0,57.7,61.9,46.5,55.8,45.6,58.6,59.7,Average,55.4,0.5173
3619,M.Tech/M.E.,Chemistry,1,Classical ML,Software Engineer Backend,Consulting,Entrepreneurship/Startup,6.22,81.8,0,3.4,1.7,6.6,6.1,68.2,62.0,49.4,42.2,31.5,44.2,34.9,49.6,61.7,60.7,2,1,2,0,0,0,39.3,45.2,49.7,29.2,44.3,26.7,41.6,60.2,Average,34.6,0.08
3620,BCA,AI & Data Science,1,Applied Research,MLOps Engineer,AI/ML Product Companies,Career Switch/Upskilling,5.67,66.6,2,0.7,6.0,6.9,7.1,54.2,56.8,77.2,58.5,53.7,42.3,52.7,62.5,32.7,56.5,6,2,1,3,3,0,44.6,73.7,53.3,41.4,35.5,49.0,49.1,56.1,At-Risk,43.0,0.8168
3621,BCA,Information Technology,1,Data Engineering,AI Research Scientist,GenAI Startups,Government Exams,5.85,70.0,2,4.2,1.3,7.3,5.8,64.4,62.7,61.5,60.1,69.7,28.4,34.0,52.5,29.5,45.2,1,0,2,0,2,0,49.9,45.5,35.6,30.1,26.6,32.9,49.7,60.0,At-Risk,47.1,0.5496
3622,MCA,Electronics & Communication,1,Robotics,Data Scientist,Analytics/Data Services,Career Switch/Upskilling,5.39,58.5,3,3.6,0.9,6.0,5.1,44.2,61.6,67.2,47.6,55.0,28.2,44.1,49.0,44.3,56.2,5,2,1,1,1,0,37.8,54.7,44.3,26.9,56.6,40.5,68.6,46.7,At-Risk,38.5,0.1595
3623,B.Tech/B.E.,Environmental Engineering,4,Generative AI,Software Engineer Full Stack,Core Product Engineering,Entrepreneurship/Startup,7.47,95.9,0,7.1,2.0,6.6,5.4,79.8,73.0,59.1,44.1,72.0,47.6,54.7,64.9,88.7,91.4,3,3,4,0,1,0,46.7,52.5,69.0,50.1,72.6,45.7,68.3,82.6,Good,54.9,0.4134
3624,B.Tech/B.E.,Design,3,Computer Vision,AI Trainer RLHF Specialist,GenAI Startups,Career Switch/Upskilling,5.66,69.7,0,3.1,2.6,6.0,6.5,66.2,64.0,62.2,43.8,57.2,46.5,44.7,47.9,56.9,50.6,6,1,1,1,0,0,45.4,41.2,40.2,33.5,30.8,39.5,51.0,69.2,Average,45.2,0.4872
3625,B.Tech/B.E.,Information Technology,1,Robotics,Software Engineer Full Stack,HealthTech,Entrepreneurship/Startup,9.61,93.9,0,4.1,3.2,7.2,4.6,85.0,93.0,70.9,65.0,70.3,100.0,56.0,72.1,55.1,61.3,3,3,3,2,6,3,35.6,63.6,54.1,55.1,50.8,49.9,39.4,91.2,Excellent,58.1,0.6231
3626,MCA,Electronics & Communication,1,Data Engineering,Data Scientist,AI/ML Product Companies,Government Exams,7.3,74.5,1,2.1,3.4,5.6,8.2,65.7,77.6,81.7,62.5,59.5,55.3,49.1,64.8,63.0,78.6,6,2,2,2,1,0,40.4,70.4,50.4,39.3,47.8,56.0,66.1,73.4,Good,64.1,0.9094
3627,MCA,Information Technology,4,Data Engineering,NLP Engineer,GenAI Startups,Entrepreneurship/Startup,6.37,82.4,4,4.2,0.9,6.9,3.3,69.6,56.8,54.3,51.7,75.2,27.8,30.7,43.3,63.6,51.0,1,0,1,0,1,0,33.5,34.5,39.5,23.2,44.8,26.7,48.9,56.5,Average,25.5,0.2562
3628,M.Tech/M.E.,Mechanical Engineering,2,Generative AI,Robotics Engineer,Core Product Engineering,Government Exams,7.28,78.6,0,2.7,0.1,6.5,3.8,70.0,57.2,29.5,37.4,33.4,63.8,48.0,49.5,39.1,58.5,0,0,1,0,0,0,22.8,19.0,25.8,23.0,31.7,12.0,6.9,64.7,Average,35.0,0.1796
3629,M.Tech/M.E.,Electronics & Communication,2,Computer Vision,Reinforcement Learning Engineer,Research Labs/Academia,Entrepreneurship/Startup,5.96,74.9,0,4.7,0.5,7.6,7.1,68.1,72.6,60.8,59.9,66.8,66.6,59.3,51.4,67.5,63.1,2,0,2,0,1,1,51.6,44.2,43.9,52.1,56.6,36.2,54.5,54.9,At-Risk,43.5,0.2155
3630,B.Tech/B.E.,Aerospace Engineering,3,NLP,Robotics Engineer,FinTech,Career Switch/Upskilling,5.92,69.1,2,4.0,3.9,7.4,6.1,71.4,58.3,43.6,34.3,57.0,43.2,48.1,50.2,50.4,57.4,3,1,3,1,0,0,48.5,55.0,43.9,9.4,57.6,28.7,21.5,64.2,Average,37.7,0.3003
3631,B.Tech/B.E.,Computer Science,4,Computer Vision,Applied Scientist,AI/ML Product Companies,Job Placement,5.31,68.9,4,1.6,2.0,6.3,4.9,62.0,61.6,45.1,62.1,48.3,40.2,46.8,51.1,43.8,50.4,1,0,0,1,0,0,35.2,37.5,45.0,30.4,27.9,28.3,50.9,49.0,At-Risk,33.1,0.4188
