degree,branch,year,cgpa,attendance,study_hours,self_learning_hours,sleep_hours,screen_time,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,certifications_count,github_activity_score,linkedin_activity_score,programming_score,sql_score,dsa_score,communication_score,aptitude_score,internships_count,resume_score,ats_score,goal,target_role,academic_score,academic_category,employability_score,placement_probability,sector
BCA,General,1,7.05,57,3.6,2.6,7.8,6.0,85,83,1,5,3,5,72,61,58,66,65,61,76,2,60,88,Placement,Data Analyst,56.1,Average,60.8,53.5,Tech
B.Tech,ECE,4,7.77,63,3.8,1.5,6.3,7.4,85,81,1,2,3,3,68,57,64,53,46,70,68,0,51,76,Government Job,Business Analyst,58.4,Average,47.2,44.5,Tech
B.Tech,AI&DS,2,7.94,76,4.1,4.1,7.3,6.4,98,91,0,6,4,6,80,68,94,67,78,59,70,2,88,91,Freelancing,Machine Learning Engineer,73.1,Average,82.7,66.3,Tech
B.Tech,IT,3,7.35,72,3.7,1.8,6.4,7.1,92,87,0,3,3,5,41,32,48,41,41,52,67,0,53,76,Government Job,QA Engineer,69.2,Average,39.1,57.0,Tech
B.Tech,CSE,4,7.71,79,5.5,0.7,7.7,3.9,94,91,0,3,2,2,53,21,52,68,51,37,50,0,45,66,Higher Studies,Cloud Engineer,76.6,Good,47.8,38.5,Tech
B.Com,Hons,3,7.71,78,4.5,2.4,8.2,5.1,98,100,1,3,2,4,60,32,77,46,61,60,58,1,61,72,Higher Studies,Data Analyst,72.3,Average,51.9,54.9,Commerce
B.Tech,AI&DS,3,7.26,56,3.9,3.4,5.7,7.5,84,82,3,5,4,5,46,45,78,49,37,50,57,1,71,100,Placement,Software Engineer,44.4,At Risk,58.6,66.9,Tech
B.Tech,ECE,3,7.63,58,3.5,0.3,7.0,6.2,94,91,1,4,1,3,64,11,57,70,61,52,61,0,59,64,Higher Studies,AI Engineer,62.2,Average,65.1,77.1,Tech
B.Tech,ECE,2,7.27,49,1.3,0.8,7.2,8.2,82,77,2,3,1,0,33,69,65,56,24,67,71,1,47,47,Higher Studies,Product Manager,39.8,At Risk,35.4,53.7,Tech
BBA,Marketing,1,7.5,59,2.9,0.9,6.3,6.5,83,82,1,2,1,4,61,32,73,47,49,53,52,0,43,76,Research,UI/UX Designer,55.1,Average,46.5,35.8,Management
B.Com,Hons,2,7.0,68,3.9,1.8,6.3,3.6,81,85,2,6,2,4,59,51,55,73,56,45,56,0,64,83,Placement,Product Manager,52.7,At Risk,59.4,39.2,Commerce
B.Tech,IT,3,7.37,77,4.3,1.7,6.6,6.8,79,84,0,3,5,5,70,44,69,71,27,61,63,2,75,72,Placement,Software Engineer,66.6,Average,61.6,63.8,Tech
BBA,HR,2,6.83,76,2.9,3.3,6.9,6.2,81,80,1,5,3,5,63,47,65,68,60,75,67,1,61,82,Startup,Data Analyst,53.2,At Risk,64.3,63.7,Management
B.Tech,CSE,4,8.05,85,4.9,3.1,7.5,5.9,100,100,0,3,0,2,44,73,55,71,49,76,85,1,76,67,Startup,Data Scientist,83.4,Good,68.8,52.7,Tech
B.Com,Hons,2,6.93,78,4.5,2.7,7.3,2.5,79,80,3,5,3,4,48,41,54,54,51,67,62,0,63,63,Startup,Business Analyst,44.4,At Risk,50.2,59.2,Commerce
B.Tech,IT,3,9.14,76,6.7,6.0,7.4,7.5,100,99,0,8,6,7,85,57,76,72,85,75,73,2,97,90,Placement,AI Engineer,91.8,Excellent,97.3,59.8,Tech
B.Tech,CSE,1,7.05,50,3.5,0.9,6.3,3.3,79,78,2,3,2,2,34,33,69,66,26,47,47,0,58,79,Higher Studies,Full Stack Developer,40.5,At Risk,47.9,28.1,Tech
B.Com,Hons,2,7.24,63,3.5,1.9,6.7,5.7,87,90,1,5,2,3,64,29,63,47,65,69,51,0,58,83,Placement,Business Analyst,57.4,Average,58.4,43.9,Commerce
B.Tech,ECE,4,8.08,72,4.4,5.0,6.2,9.5,83,84,1,9,7,6,80,34,89,82,63,55,60,2,97,95,Placement,AI Engineer,67.3,Average,95.6,85.8,Tech
BBA,HR,4,8.07,72,3.0,1.8,8.7,8.5,82,85,1,4,3,5,59,67,67,70,51,52,64,1,53,72,Research,Data Analyst,63.9,Average,53.9,62.0,Management
B.Tech,IT,1,7.93,77,5.7,4.4,8.3,6.5,94,85,0,6,4,6,93,41,72,83,86,72,73,2,99,89,Placement,AI Engineer,77.3,Good,90.2,77.6,Tech
BCA,General,4,8.38,80,6.6,2.9,6.5,5.6,100,100,0,7,5,6,84,78,97,99,71,74,98,2,100,99,Government Job,Business Analyst,83.7,Good,92.5,94.8,Tech
BCA,General,4,8.48,67,4.6,5.0,6.1,7.7,97,88,0,7,8,6,83,44,94,92,83,53,65,2,79,100,Startup,Cloud Engineer,78.1,Good,93.2,82.3,Tech
B.Tech,ECE,1,8.35,72,3.5,3.1,6.9,7.0,93,85,1,5,2,5,53,38,88,74,46,35,34,1,57,92,Freelancing,Backend Developer,70.1,Average,72.2,59.0,Tech
B.Tech,CSE,4,6.63,65,3.0,2.4,7.1,6.3,79,79,2,4,2,3,54,31,62,61,78,49,51,1,51,70,Higher Studies,Backend Developer,46.9,At Risk,55.8,69.2,Tech
B.Tech,ECE,1,7.8,68,3.1,3.3,5.7,7.9,85,86,2,6,6,8,89,60,85,73,67,73,69,3,79,100,Startup,Full Stack Developer,52.9,At Risk,90.6,82.7,Tech
Law,Corporate,3,7.7,77,4.1,0.6,7.5,7.4,91,91,1,4,2,0,60,31,54,54,54,70,63,0,47,64,Placement,Product Manager,64.3,Average,48.3,34.7,Law
BCA,General,4,8.64,85,5.8,3.8,6.9,4.8,100,96,0,8,6,6,68,58,82,61,65,68,68,3,92,100,Government Job,Cybersecurity Analyst,85.0,Good,91.3,83.4,Tech
BBA,Marketing,1,7.32,69,4.7,4.1,8.0,6.9,95,88,1,7,5,7,78,55,100,80,68,53,77,1,72,90,Startup,Product Manager,64.7,Average,84.1,56.0,Management
B.Tech,IT,3,6.05,48,1.0,0.3,7.4,7.3,67,65,3,3,3,2,55,57,57,41,50,63,49,0,49,71,Government Job,AI Engineer,25.6,At Risk,33.2,57.2,Tech
B.Tech,ECE,1,7.87,67,5.9,2.9,5.8,5.7,96,90,3,7,5,5,55,61,87,55,47,74,79,1,77,94,Higher Studies,Data Engineer,53.0,At Risk,78.6,66.9,Tech
BBA,Finance,3,8.07,69,5.9,0.7,6.5,7.5,96,92,2,1,1,1,53,80,51,41,29,74,73,1,69,63,Research,UI/UX Designer,64.3,Average,38.4,28.7,Management
B.Tech,AI&DS,2,6.82,93,4.3,4.2,7.6,2.9,86,78,2,6,2,7,79,46,58,45,56,55,56,0,69,75,Placement,DevOps Engineer,50.5,At Risk,64.5,72.2,Tech
B.Tech,ECE,3,7.45,76,3.4,1.5,6.4,7.1,97,93,0,6,3,5,59,62,70,54,40,54,52,1,74,82,Placement,Product Manager,69.3,Average,63.5,65.5,Tech
BCA,General,3,7.45,82,3.2,3.9,6.0,4.8,87,87,1,7,4,7,76,61,51,70,54,55,55,1,79,91,Placement,Cybersecurity Analyst,62.8,Average,82.3,64.2,Tech
B.Tech,CSE,1,6.57,56,1.6,1.5,6.7,4.7,79,77,2,5,3,4,63,45,66,54,53,58,42,1,69,83,Placement,Backend Developer,39.9,At Risk,59.8,61.2,Tech
B.Com,Hons,2,7.58,89,5.5,1.9,6.6,5.1,98,88,0,2,1,6,50,51,69,49,49,77,67,1,45,82,Higher Studies,Business Analyst,73.9,Average,52.6,58.7,Commerce
BCA,General,1,7.17,68,3.6,3.3,6.7,7.8,82,84,1,5,3,3,65,54,53,61,47,65,60,1,65,66,Placement,Software Engineer,56.5,Average,59.3,56.6,Tech
B.Tech,CSE,2,7.53,81,4.8,3.5,6.9,6.1,88,81,0,7,4,6,61,70,83,75,87,54,58,1,77,87,Placement,Cybersecurity Analyst,69.5,Average,81.4,70.7,Tech
B.Tech,IT,1,6.89,56,1.8,2.1,7.7,6.8,80,66,2,6,3,5,72,73,74,68,56,74,63,1,67,82,Government Job,Backend Developer,40.5,At Risk,71.3,75.1,Tech
B.Tech,ECE,1,7.39,94,6.7,1.6,7.7,4.9,97,100,0,4,1,4,52,66,60,49,53,82,72,0,67,71,Placement,Cloud Engineer,73.5,Average,62.0,52.5,Tech
BCA,General,3,6.59,59,2.2,1.8,8.5,8.1,72,72,1,4,4,2,61,49,55,55,61,74,50,1,66,66,Placement,QA Engineer,41.7,At Risk,53.0,55.9,Tech
B.Tech,ECE,3,6.74,65,4.0,2.0,7.9,3.8,78,79,2,5,2,3,62,81,60,70,60,77,58,1,55,64,Freelancing,DevOps Engineer,44.7,At Risk,55.1,73.6,Tech
BCA,General,1,6.43,69,3.1,2.7,7.4,5.1,80,89,3,3,1,3,60,64,40,49,63,66,50,1,74,83,Placement,Cloud Engineer,42.1,At Risk,51.5,53.5,Tech
B.Tech,AI&DS,3,8.17,63,3.6,3.7,7.0,5.4,94,91,1,5,5,5,76,49,77,73,69,60,57,2,75,92,Higher Studies,DevOps Engineer,70.6,Average,82.3,63.8,Tech
B.Tech,AI&DS,3,9.0,81,6.1,3.4,6.9,6.2,100,93,0,6,3,5,70,50,78,86,70,53,76,1,72,79,Placement,Data Scientist,93.6,Excellent,85.0,67.7,Tech
B.Com,Hons,2,7.1,82,4.8,2.0,7.0,6.8,98,92,0,3,0,4,44,56,58,64,48,92,68,1,61,73,Government Job,Business Analyst,71.6,Average,58.0,64.3,Commerce
BCA,General,2,6.91,66,3.7,1.0,7.2,6.5,86,84,1,1,1,2,53,36,61,29,38,59,51,0,38,73,Placement,DevOps Engineer,53.2,At Risk,26.2,32.4,Tech
BBA,HR,1,7.84,68,4.1,2.3,7.5,7.0,83,77,3,4,3,5,40,37,65,62,51,66,47,0,53,94,Startup,Business Analyst,49.1,At Risk,50.7,50.3,Management
B.Com,General,3,7.55,66,4.2,2.0,5.7,6.8,83,82,0,5,5,3,74,51,63,64,80,74,80,1,69,91,Placement,Data Analyst,67.0,Average,74.2,56.2,Commerce
Law,Corporate,1,6.47,67,3.0,0.8,7.3,8.5,75,79,0,3,2,2,52,52,58,65,37,70,47,0,60,75,Higher Studies,Business Analyst,54.4,At Risk,59.9,69.2,Law
B.Tech,CSE,3,8.34,84,5.8,3.1,8.3,5.7,100,98,0,4,4,5,73,60,85,58,57,80,81,2,75,91,Startup,Data Engineer,80.6,Good,78.4,83.8,Tech
Law,Corporate,2,8.67,74,6.3,1.6,7.5,6.8,100,96,1,3,3,3,72,65,61,59,61,68,74,1,64,69,Placement,Data Analyst,76.3,Good,53.2,54.8,Law
BCA,General,2,8.58,89,6.6,4.3,7.8,4.1,100,100,0,8,4,6,67,32,70,51,72,49,62,2,75,82,Higher Studies,QA Engineer,87.5,Good,83.2,81.8,Tech
B.Tech,ECE,3,7.28,63,3.9,3.1,6.4,5.0,93,80,1,4,3,2,51,55,83,56,62,50,70,1,54,83,Government Job,Machine Learning Engineer,55.9,Average,55.4,40.2,Tech
BBA,Marketing,1,7.8,75,4.3,2.5,7.1,4.8,90,88,1,3,3,1,66,48,61,54,36,44,44,0,45,68,Government Job,Data Analyst,63.0,Average,39.7,34.8,Management
BCA,General,2,7.71,85,2.7,2.9,6.4,5.8,87,80,2,7,3,3,63,62,78,56,61,58,61,0,78,83,Government Job,QA Engineer,60.8,Average,69.5,64.3,Tech
B.Tech,AI&DS,2,8.1,82,5.4,5.4,6.0,6.2,97,91,0,9,8,6,87,58,96,77,57,67,75,2,100,100,Startup,Data Engineer,74.8,Average,94.2,95.4,Tech
B.Tech,AI&DS,2,6.66,66,3.2,3.6,7.1,6.3,86,84,1,8,4,7,82,35,80,64,89,46,51,1,73,84,Placement,Cloud Engineer,55.3,Average,83.7,52.1,Tech
Law,Corporate,3,8.81,100,6.4,2.0,7.3,4.6,100,99,0,3,0,3,42,53,49,60,55,61,69,0,49,72,Government Job,Business Analyst,88.6,Good,37.6,44.5,Law
B.Com,Hons,1,7.27,53,3.6,1.5,6.6,4.5,88,83,0,5,2,1,39,74,63,65,41,74,85,1,57,48,Placement,Business Analyst,65.1,Average,49.0,43.8,Commerce
BBA,HR,4,7.4,61,3.0,1.9,8.4,5.2,84,76,3,4,4,2,40,41,67,64,52,56,42,0,40,73,Higher Studies,UI/UX Designer,44.9,At Risk,46.8,43.3,Management
B.Tech,ECE,4,7.46,68,4.3,2.7,8.0,4.7,81,82,3,5,4,4,61,64,75,74,61,66,82,2,89,81,Placement,Software Engineer,45.0,At Risk,82.8,72.6,Tech
BCA,General,1,7.25,73,5.0,4.1,7.6,5.6,92,94,1,6,6,4,69,38,74,76,45,72,57,1,72,75,Government Job,DevOps Engineer,68.5,Average,76.2,54.4,Tech
Law,Criminal,2,6.98,91,4.9,2.4,6.3,7.2,87,86,1,3,1,4,63,83,67,51,60,74,78,1,67,70,Government Job,Data Analyst,61.3,Average,64.4,69.8,Law
BBA,Marketing,2,7.94,81,5.3,2.7,7.3,4.8,90,85,0,3,2,3,34,37,55,64,57,58,75,0,58,66,Startup,Product Manager,79.2,Good,45.5,41.2,Management
BCA,General,2,7.11,79,3.0,2.3,6.1,4.7,82,86,1,3,2,3,62,51,76,57,58,66,57,1,68,72,Higher Studies,Business Analyst,62.7,Average,65.3,63.0,Tech
Law,Corporate,1,7.84,82,5.9,3.2,7.3,4.0,97,95,0,5,2,5,40,59,74,74,48,80,64,0,66,81,Freelancing,Cybersecurity Analyst,78.2,Good,76.8,46.4,Law
Law,Corporate,2,6.77,82,4.6,3.4,7.2,4.8,86,87,2,5,3,2,71,59,86,40,77,59,56,0,60,70,Placement,Product Manager,56.0,Average,60.8,42.4,Law
BBA,Marketing,4,7.08,54,1.9,1.7,6.8,9.3,79,77,3,2,2,2,65,41,60,42,59,70,56,0,46,70,Placement,UI/UX Designer,38.5,At Risk,37.5,25.0,Management
BCA,General,1,7.65,80,5.6,3.3,7.3,4.3,92,96,1,5,3,4,54,32,80,70,74,55,58,1,72,83,Higher Studies,Backend Developer,67.4,Average,73.1,79.1,Tech
BBA,Marketing,3,6.73,65,2.2,1.6,7.0,8.4,75,89,2,3,3,0,47,56,82,47,52,68,74,1,61,68,Higher Studies,Data Analyst,48.1,At Risk,56.7,81.2,Management
BBA,HR,3,8.09,74,4.1,1.4,6.2,6.3,92,91,0,4,3,2,73,58,57,50,37,70,72,0,48,75,Placement,Product Manager,75.0,Average,47.5,49.0,Management
B.Tech,CSE,3,7.96,65,3.9,3.2,5.9,5.9,88,83,0,4,4,6,79,38,85,87,63,61,73,2,84,79,Research,Data Analyst,72.0,Average,83.7,75.3,Tech
B.Tech,AI&DS,4,7.1,70,3.5,1.2,6.9,8.2,84,81,2,2,1,3,61,56,56,55,41,57,71,1,45,76,Startup,Data Analyst,52.7,At Risk,36.2,68.8,Tech
B.Tech,AI&DS,3,8.09,52,3.5,2.0,6.5,8.3,79,83,1,4,5,2,40,26,79,59,54,60,59,1,64,63,Freelancing,Software Engineer,62.6,Average,55.2,49.0,Tech
B.Tech,AI&DS,4,8.1,76,4.5,3.9,5.7,9.5,94,91,0,7,5,3,84,59,91,99,92,73,69,2,91,82,Placement,Cloud Engineer,79.4,Good,93.0,78.3,Tech
B.Tech,CSE,4,7.79,62,3.4,0.8,5.3,6.9,87,83,4,0,0,1,43,17,60,43,28,52,54,0,37,68,Higher Studies,Data Scientist,41.7,At Risk,25.4,31.2,Tech
Law,Corporate,4,7.83,77,4.6,2.0,6.9,7.1,90,86,2,2,0,2,46,33,52,60,50,40,40,0,38,69,Placement,Cybersecurity Analyst,60.2,Average,35.3,46.0,Law
B.Tech,AI&DS,3,8.79,84,6.4,4.2,6.8,5.1,100,100,0,6,3,4,55,29,72,63,56,47,50,0,64,78,Freelancing,Data Scientist,88.9,Good,73.5,64.5,Tech
B.Tech,ECE,2,8.52,92,6.8,4.5,7.6,6.6,100,100,0,5,5,6,80,56,79,88,63,68,67,2,67,84,Placement,Machine Learning Engineer,87.8,Good,74.8,79.7,Tech
BCA,General,3,6.71,60,1.7,2.7,7.0,8.2,86,78,3,5,4,4,75,35,70,53,43,52,55,0,57,60,Placement,Cloud Engineer,38.5,At Risk,49.5,62.0,Tech
B.Tech,AI&DS,3,6.59,79,2.4,1.0,6.6,3.6,77,72,2,3,2,4,66,61,63,57,48,57,52,1,49,75,Placement,DevOps Engineer,48.3,At Risk,51.2,41.6,Tech
BCA,General,3,7.0,83,5.5,2.1,7.6,4.4,89,88,1,3,1,4,58,68,76,58,65,61,87,1,77,80,Higher Studies,QA Engineer,63.8,Average,70.0,55.8,Tech
Law,Corporate,2,8.68,65,6.8,1.7,8.1,8.5,99,100,1,5,3,1,61,63,71,54,80,57,68,1,70,70,Research,Business Analyst,80.8,Good,70.3,58.0,Law
B.Tech,CSE,3,8.45,68,5.7,3.1,7.2,7.5,92,98,1,4,3,4,49,59,67,84,81,71,63,1,60,78,Freelancing,AI Engineer,71.2,Average,67.7,67.2,Tech
B.Tech,ECE,2,7.21,67,3.0,3.2,7.7,6.7,83,83,1,4,5,4,90,57,61,73,49,74,59,1,81,81,Placement,QA Engineer,57.3,Average,70.6,65.2,Tech
B.Tech,CSE,1,6.93,60,2.4,2.4,7.2,7.7,78,76,2,4,4,3,72,51,62,57,51,43,51,1,43,67,Placement,Frontend Developer,43.5,At Risk,33.0,52.8,Tech
B.Tech,CSE,4,6.39,57,3.6,4.2,6.5,5.7,82,85,1,5,3,6,80,70,63,43,38,66,63,1,72,74,Placement,Business Analyst,50.5,At Risk,53.3,67.2,Tech
B.Com,General,4,7.61,67,4.3,1.0,7.0,5.2,89,86,0,2,2,2,50,40,67,60,33,73,60,1,60,62,Placement,Product Manager,66.9,Average,53.0,46.0,Commerce
B.Tech,ECE,2,6.53,49,2.1,1.6,6.9,6.8,65,69,2,2,4,3,42,51,60,76,48,42,63,1,57,79,Government Job,Backend Developer,34.3,At Risk,45.0,53.0,Tech
B.Tech,AI&DS,3,6.69,70,2.6,3.4,7.4,7.4,80,77,1,8,4,4,60,64,54,64,72,65,63,2,89,84,Placement,Product Manager,51.2,At Risk,78.3,66.1,Tech
B.Tech,IT,1,8.27,88,5.5,4.9,8.5,3.7,92,93,0,8,5,7,98,71,91,85,59,74,60,2,96,86,Placement,QA Engineer,86.0,Good,92.9,65.6,Tech
Law,Corporate,4,6.99,87,4.2,2.7,7.7,2.9,90,86,2,3,2,5,73,51,61,70,72,53,68,1,45,71,Higher Studies,Data Analyst,58.1,Average,51.9,59.2,Law
B.Tech,ECE,2,6.82,69,2.7,1.6,6.6,6.1,87,79,3,5,3,1,54,33,51,47,66,30,41,0,44,60,Placement,Data Engineer,40.1,At Risk,43.7,64.5,Tech
BCA,General,3,7.24,54,1.8,1.3,5.9,7.6,79,74,4,4,2,1,56,43,40,44,25,50,55,0,51,60,Freelancing,Backend Developer,30.8,At Risk,26.5,39.5,Tech
B.Tech,AI&DS,1,7.32,62,3.7,2.3,6.5,5.5,74,81,1,4,4,3,57,38,71,77,42,59,57,1,55,65,Startup,Product Manager,56.4,Average,58.1,74.3,Tech
BBA,Finance,1,7.1,78,4.6,2.0,8.2,6.7,91,90,2,3,1,6,66,42,60,70,57,44,50,0,62,79,Placement,UI/UX Designer,57.8,Average,53.4,68.9,Management
BBA,Marketing,3,8.91,91,6.0,4.0,7.0,5.6,100,95,0,5,5,8,67,71,93,73,87,68,81,2,87,100,Government Job,Product Manager,87.0,Good,88.4,69.0,Management
Law,Corporate,3,8.71,61,4.3,2.2,8.1,6.8,92,94,1,6,5,4,58,41,78,65,68,55,63,1,61,67,Freelancing,Business Analyst,73.3,Average,59.7,49.9,Law
B.Tech,CSE,4,6.71,65,2.8,0.0,6.2,7.8,77,80,3,2,0,1,31,45,55,56,46,50,55,0,58,57,Higher Studies,Cloud Engineer,33.8,At Risk,29.9,36.2,Tech
Law,Criminal,3,6.83,60,1.3,0.4,5.8,7.8,75,81,2,0,1,2,47,27,55,75,44,42,44,0,35,72,Placement,Cybersecurity Analyst,40.9,At Risk,34.5,48.0,Law
BBA,Marketing,3,7.43,63,3.8,2.9,8.6,6.4,80,93,1,4,2,4,72,50,61,40,61,50,57,0,55,93,Higher Studies,Data Analyst,64.2,Average,59.4,68.2,Management
BCA,General,3,7.07,68,5.1,2.3,5.9,7.5,90,90,0,5,5,8,86,58,62,73,67,62,69,1,62,67,Placement,Software Engineer,60.3,Average,74.4,59.0,Tech
B.Tech,CSE,2,6.38,68,1.7,2.9,6.5,5.5,77,73,2,7,3,4,81,29,57,62,47,48,66,1,69,78,Placement,Backend Developer,40.8,At Risk,68.3,44.9,Tech
B.Tech,ECE,2,7.3,81,4.2,4.1,6.3,5.6,80,88,0,6,4,5,78,39,85,64,48,51,50,0,53,74,Placement,Machine Learning Engineer,70.8,Average,67.8,58.5,Tech
BCA,General,3,9.05,97,6.9,4.2,7.9,5.1,97,99,0,5,5,6,60,52,77,77,64,65,70,1,74,76,Placement,Cloud Engineer,91.1,Excellent,75.1,80.2,Tech
BCA,General,1,7.75,79,6.0,3.0,7.3,7.8,100,98,0,4,2,4,63,48,86,69,60,62,75,1,75,79,Higher Studies,Software Engineer,76.6,Good,78.4,69.6,Tech
BCA,General,2,7.13,59,3.5,1.7,7.6,9.0,77,80,1,4,2,4,52,44,73,68,49,70,68,1,64,85,Higher Studies,Data Analyst,50.5,At Risk,64.3,60.9,Tech
B.Com,General,1,6.13,60,2.5,0.5,6.5,7.9,76,67,4,2,2,1,44,54,56,44,63,79,71,0,51,60,Startup,Business Analyst,18.5,At Risk,28.2,22.8,Commerce
B.Com,General,1,9.8,83,8.0,4.7,6.8,6.9,100,100,0,6,5,6,82,85,100,87,81,89,91,2,97,81,Startup,Data Analyst,92.7,Excellent,95.1,82.5,Commerce
B.Tech,ECE,2,7.25,82,4.3,0.8,7.5,5.2,96,83,1,3,2,3,61,48,59,61,46,66,77,0,73,63,Higher Studies,DevOps Engineer,63.0,Average,60.7,52.8,Tech
B.Com,General,2,6.89,63,3.8,1.3,6.3,6.8,86,89,2,4,2,1,52,62,54,62,60,65,55,1,68,62,Placement,Product Manager,48.4,At Risk,48.4,50.1,Commerce
BCA,General,3,7.21,76,4.7,3.8,6.7,6.8,88,85,1,5,3,4,61,48,86,40,72,54,67,1,66,75,Placement,UI/UX Designer,62.3,Average,70.0,62.7,Tech
B.Tech,CSE,2,7.79,63,3.9,4.1,5.8,6.5,87,90,1,5,4,4,59,67,65,64,98,78,75,1,61,80,Government Job,Product Manager,63.9,Average,67.4,57.5,Tech
B.Tech,AI&DS,1,7.83,77,6.5,2.2,6.1,6.3,93,93,0,4,2,6,79,57,97,67,48,49,65,0,55,90,Placement,Data Engineer,76.5,Good,61.5,46.9,Tech
BBA,Finance,4,7.69,84,4.1,2.1,8.5,5.1,96,96,1,1,2,6,45,70,76,40,40,74,80,0,59,66,Placement,UI/UX Designer,65.5,Average,58.1,54.7,Management
B.Tech,AI&DS,1,7.49,91,4.3,3.7,7.4,6.2,89,97,0,6,3,4,74,43,72,70,55,62,51,1,73,73,Placement,AI Engineer,74.6,Average,74.8,69.8,Tech
B.Tech,IT,1,8.37,70,5.4,3.5,6.6,6.0,100,100,0,5,3,8,75,69,67,83,60,80,75,2,87,99,Higher Studies,AI Engineer,80.5,Good,82.8,93.6,Tech
BCA,General,1,7.03,76,4.2,2.5,7.2,3.2,84,88,3,4,3,4,51,65,63,67,57,64,59,0,66,78,Placement,Full Stack Developer,46.8,At Risk,46.2,50.6,Tech
B.Tech,CSE,3,7.34,79,4.7,2.5,6.2,5.4,92,91,0,6,4,5,82,84,66,76,72,41,58,0,55,66,Higher Studies,Backend Developer,68.9,Average,63.4,44.2,Tech
B.Tech,IT,2,7.21,62,4.2,1.4,7.1,8.9,86,81,2,3,3,4,48,53,77,75,34,61,48,1,71,77,Higher Studies,DevOps Engineer,45.0,At Risk,53.4,77.9,Tech
B.Tech,ECE,4,7.18,79,3.8,2.2,6.9,5.6,85,89,1,3,3,5,82,69,82,70,56,71,77,1,79,81,Freelancing,UI/UX Designer,62.6,Average,78.3,78.9,Tech
BCA,General,2,9.5,79,6.2,4.4,6.9,6.5,100,100,0,7,5,5,60,44,95,88,72,62,66,1,64,88,Freelancing,DevOps Engineer,93.7,Excellent,77.2,58.4,Tech
B.Tech,AI&DS,2,7.31,56,3.3,3.0,6.6,6.7,83,83,0,5,4,3,77,42,82,67,69,40,54,1,59,82,Government Job,Data Engineer,68.0,Average,72.1,58.4,Tech
B.Tech,CSE,3,7.16,82,3.9,1.8,6.8,5.3,86,82,1,5,2,4,81,65,57,42,29,76,57,0,64,63,Placement,Frontend Developer,61.8,Average,51.1,54.0,Tech
BCA,General,4,7.63,66,5.6,0.0,7.1,7.6,91,92,1,0,1,1,53,44,62,38,24,55,60,0,35,58,Research,QA Engineer,67.7,Average,20.9,52.7,Tech
BCA,General,4,7.8,84,5.3,3.2,7.8,3.6,92,94,0,5,3,4,69,57,70,67,55,55,63,1,59,73,Placement,Cloud Engineer,78.1,Good,64.8,58.7,Tech
B.Tech,ECE,2,7.75,71,3.4,4.9,7.4,5.1,81,77,4,5,5,6,81,41,90,81,46,66,79,2,97,100,Freelancing,Frontend Developer,42.5,At Risk,79.7,90.9,Tech
B.Tech,AI&DS,3,7.72,54,2.6,1.9,7.1,7.5,77,78,4,3,3,2,54,55,91,48,32,35,50,0,50,87,Startup,Backend Developer,38.0,At Risk,38.5,50.3,Tech
B.Tech,IT,1,7.0,62,3.3,2.1,7.6,4.3,78,88,0,3,2,4,57,46,50,46,68,66,71,1,65,88,Placement,Product Manager,57.5,Average,54.9,50.5,Tech
B.Tech,IT,3,7.81,67,5.1,3.9,8.0,5.5,98,88,1,5,4,6,87,66,90,72,60,80,71,2,92,84,Freelancing,Business Analyst,68.7,Average,74.8,74.2,Tech
BCA,General,3,8.35,81,5.6,3.4,8.9,4.7,96,91,0,6,3,4,58,45,65,73,50,58,63,1,70,65,Placement,Business Analyst,80.2,Good,62.9,41.1,Tech
B.Tech,CSE,2,7.55,70,4.3,2.7,6.4,6.5,99,92,2,5,3,6,75,55,85,66,58,50,66,1,70,94,Government Job,QA Engineer,58.0,Average,75.3,59.2,Tech
B.Tech,IT,3,7.34,66,3.0,1.8,7.5,4.0,89,84,2,7,4,5,76,72,88,66,74,62,58,1,79,89,Higher Studies,Machine Learning Engineer,55.8,Average,73.8,73.5,Tech
BCA,General,2,8.3,78,6.3,2.0,8.7,4.9,90,91,0,4,2,5,41,32,70,46,51,77,70,1,73,80,Higher Studies,UI/UX Designer,80.5,Good,62.5,53.1,Tech
BBA,Finance,3,6.63,48,1.4,0.0,7.2,7.3,75,78,2,0,2,0,49,17,46,24,47,36,48,0,35,55,Startup,UI/UX Designer,38.8,At Risk,20.7,30.3,Management
B.Tech,IT,1,8.67,69,5.6,2.9,7.8,4.5,99,94,0,5,5,4,67,39,89,81,75,64,66,1,65,83,Placement,Software Engineer,83.4,Good,79.1,52.8,Tech
B.Tech,IT,2,8.0,97,6.3,5.0,6.6,4.1,100,99,0,10,6,9,91,61,94,63,62,66,85,2,100,92,Government Job,Data Analyst,89.4,Good,97.8,82.0,Tech
B.Tech,ECE,4,6.87,63,3.2,3.0,8.3,6.1,79,70,2,8,6,7,80,61,74,79,42,55,54,1,87,97,Placement,QA Engineer,44.4,At Risk,85.9,55.7,Tech
Law,Corporate,3,8.19,81,5.7,2.3,6.5,6.1,88,88,1,3,2,3,69,85,44,56,56,81,94,2,66,59,Placement,Business Analyst,66.8,Average,52.5,48.8,Law
Law,Corporate,4,7.02,78,3.3,2.5,5.8,6.6,91,81,1,6,3,4,73,46,80,61,60,62,56,2,91,91,Government Job,Data Analyst,57.0,Average,82.3,75.8,Law
